start,end,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,target_vector
808.0,809.0,5,209.848,88.093,0.402,1.065,519.917,332.799,2974.374,3.851,11.191,2.429,87.417,93.333,1.998,2.625,922.562,-965.616,60.0,20.739,27.489,0.504,0.826,0.132,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
809.0,810.0,5,205.271,83.234,1.191,0.417,474.146,385.073,2986.832,11.835,4.087,5.564,104.889,96.222,4.545,0.975,1107.594,-999.857,60.0,48.386,11.749,0.345,0.876,0.366,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
810.0,811.0,5,203.899,83.36,0.926,0.379,459.867,383.819,2987.311,9.679,3.816,1.997,109.96,97.0,5.157,0.0,1160.313,-1008.234,60.0,53.618,0.679,-0.012,0.752,0.57,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
811.0,812.0,5,203.126,83.26,1.364,0.89,449.907,383.33,2974.902,15.262,11.742,21.232,117.133,96.267,10.682,1.965,1229.168,-996.574,60.0,105.807,26.719,-0.339,0.346,0.927,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
812.0,813.0,5,211.456,86.256,2.257,0.645,533.01,349.47,2953.516,24.982,5.605,10.129,92.0,99.0,9.404,2.928,962.83,-1017.551,60.0,92.415,31.608,-0.366,0.852,0.302,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
813.0,814.0,5,212.787,86.814,0.142,0.493,546.216,343.395,2950.801,1.507,5.076,1.078,89.0,98.333,0.0,1.972,931.55,-1009.926,60.0,0.336,20.122,0.319,0.63,0.292,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
814.0,815.0,5,212.928,86.735,0.336,0.512,548.276,344.589,2954.066,3.637,5.291,1.848,88.6,98.2,0.8,2.332,928.468,-1009.647,60.0,8.192,23.771,0.347,0.889,0.194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
815.0,816.0,5,212.646,86.886,0.282,0.47,545.649,343.208,2955.645,3.007,4.843,1.095,88.862,96.172,0.507,3.343,931.648,-989.389,60.0,5.277,34.182,0.398,0.868,0.121,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
816.0,817.0,5,212.45,87.107,0.381,0.286,543.114,340.602,2952.9,4.19,2.953,1.693,88.926,95.222,0.378,2.793,931.446,-978.735,60.0,3.909,28.849,0.388,0.881,0.004,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
817.0,818.0,5,212.829,87.195,0.288,0.309,547.258,339.826,2954.119,3.085,3.167,0.93,88.867,95.4,0.499,2.026,931.219,-980.956,60.0,5.053,20.673,0.367,0.859,-0.155,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
818.0,819.0,5,212.156,86.873,0.306,0.386,540.042,343.012,2952.761,3.268,3.949,1.009,89.0,96.625,0.0,2.147,932.162,-993.056,60.0,0.315,21.888,0.394,0.829,-0.222,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
819.0,820.0,5,212.389,86.916,0.303,0.35,542.683,342.71,2954.011,3.308,3.556,1.253,88.778,96.333,0.629,2.177,930.274,-990.489,60.0,6.413,22.196,0.39,0.841,-0.194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
820.0,821.0,5,212.741,86.796,0.453,0.459,546.65,344.153,2955.755,4.866,4.706,1.131,89.0,98.034,0.0,2.385,933.097,-1008.534,60.0,0.353,24.468,0.406,0.85,-0.138,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
821.0,822.0,5,212.25,86.532,0.327,0.451,541.326,346.735,2954.432,3.534,4.622,1.533,88.913,99.609,0.408,1.812,931.791,-1024.223,60.0,4.082,18.592,0.404,0.847,-0.144,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
822.0,823.0,5,212.296,86.619,0.291,0.472,542.225,346.111,2956.768,3.106,4.894,0.799,89.0,99.593,0.0,2.483,933.413,-1024.875,60.0,0.249,25.512,0.406,0.846,-0.147,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
823.0,824.0,5,212.478,86.975,0.333,0.619,544.009,342.347,2956.193,3.586,6.364,1.237,88.789,97.947,0.614,3.456,931.074,-1007.79,60.0,6.409,35.432,0.412,0.846,-0.125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
824.0,825.0,5,212.494,86.926,0.203,0.51,544.032,342.769,2955.448,2.147,5.183,1.613,88.684,96.895,0.729,2.382,929.759,-996.731,60.0,7.259,24.225,0.411,0.85,-0.117,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
825.0,826.0,5,212.545,86.637,0.109,0.563,544.356,345.636,2954.302,1.125,5.817,0.771,88.36,97.96,0.933,2.891,926.081,-1007.269,60.0,9.651,29.575,0.417,0.87,0.157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
826.0,827.0,5,212.461,86.965,0.106,0.523,543.305,342.126,2953.355,1.173,5.384,0.851,88.806,97.065,0.591,2.663,930.364,-997.778,60.0,6.1,27.249,0.394,0.859,0.188,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
827.0,828.0,5,212.439,86.574,0.094,0.328,543.119,346.205,2953.579,0.973,3.403,0.909,88.63,98.407,0.777,1.705,928.621,-1011.626,60.0,7.995,17.549,0.401,0.769,0.476,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
828.0,829.0,5,212.395,86.45,0.078,0.108,542.733,347.531,2953.942,0.805,1.137,0.632,88.448,99.0,0.894,0.0,926.874,-1017.811,60.0,9.147,0.219,0.44,0.849,0.219,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
829.0,830.0,5,212.376,86.624,0.068,0.188,542.5,345.701,2953.72,0.738,1.942,0.643,88.833,98.917,0.553,0.909,930.753,-1016.879,60.0,5.623,9.301,0.442,0.844,0.227,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
830.0,831.0,5,212.475,86.599,0.074,0.146,543.499,345.947,2953.623,0.815,1.582,0.704,88.111,99.0,0.994,0.0,923.316,-1017.7,60.0,10.032,0.245,0.444,0.848,0.236,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
831.0,832.0,5,212.435,86.558,0.096,0.178,543.089,346.371,2953.617,1.009,1.841,1.014,88.231,99.692,0.973,0.951,924.543,-1024.796,60.0,9.953,9.747,0.45,0.843,0.231,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
832.0,833.0,5,210.949,86.621,2.215,0.531,526.393,344.801,2945.872,24.714,4.687,11.154,93.867,97.067,10.388,2.394,979.414,-995.274,60.0,102.437,26.063,0.427,0.845,0.265,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
833.0,834.0,5,204.154,88.339,0.602,0.904,449.874,322.601,2905.483,6.65,10.055,7.694,126.5,85.571,3.322,3.698,1295.535,-865.677,60.0,33.72,39.528,0.306,0.859,0.252,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
834.0,835.0,5,204.336,89.34,0.544,0.15,451.598,312.288,2904.657,5.775,1.327,3.235,113.0,81.138,7.144,1.279,1159.009,-820.632,60.0,70.914,12.203,-0.287,-0.081,0.925,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
835.0,836.0,5,206.123,87.899,2.785,1.743,470.033,327.111,2905.627,29.685,18.402,9.629,101.909,88.545,10.698,7.005,1047.315,-895.691,60.0,104.848,71.939,-0.243,0.131,0.883,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
836.0,837.0,5,207.139,86.377,1.878,0.873,484.404,345.508,2930.226,20.21,9.679,7.153,96.905,92.048,4.917,6.373,1005.44,-938.352,60.0,48.42,66.843,0.289,0.851,0.472,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
837.0,838.0,5,205.972,88.131,0.388,0.387,469.668,325.587,2913.402,3.903,3.988,1.518,100.76,82.84,2.673,0.543,1038.778,-839.499,60.0,26.749,5.421,0.328,0.887,0.225,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
838.0,839.0,5,206.099,88.851,0.397,0.22,470.984,318.246,2913.549,3.931,2.311,1.568,100.655,79.138,4.333,0.73,1037.795,-802.11,60.0,44.232,7.527,-0.013,0.801,0.35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
839.0,840.0,5,206.549,88.34,0.391,1.04,475.509,323.425,2913.088,4.162,10.847,2.304,98.586,81.414,3.034,4.56,1016.707,-825.021,60.0,31.014,46.699,-0.041,0.695,0.656,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
840.0,841.0,5,208.515,88.095,0.615,1.66,500.248,328.932,2940.507,6.18,16.048,10.721,87.545,89.364,4.008,2.144,913.358,-913.889,60.0,37.842,19.224,-0.05,0.842,0.586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
841.0,842.0,5,208.483,90.235,0.153,0.234,500.068,307.002,2941.324,1.69,2.326,0.895,85.0,85.0,0.0,0.0,887.757,-869.662,60.0,0.267,0.267,0.298,0.813,0.441,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
842.0,843.0,5,208.456,90.206,0.145,0.245,499.677,307.234,2940.696,1.57,2.439,1.213,85.0,85.0,0.0,0.0,887.57,-869.475,60.0,0.361,0.361,0.239,0.746,0.668,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
843.0,844.0,5,208.44,90.061,0.126,0.189,499.515,308.729,2940.698,1.361,1.879,1.05,85.0,85.769,0.0,0.973,887.57,-877.328,60.0,0.313,9.961,0.247,0.718,0.676,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
844.0,845.0,5,208.434,90.27,0.101,0.128,499.39,306.541,2940.319,1.038,1.351,1.023,85.0,85.0,0.0,0.0,887.457,-869.363,60.0,0.305,0.305,0.256,0.765,0.571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
845.0,846.0,5,208.227,90.099,0.319,0.251,497.858,308.676,2943.889,2.724,2.933,3.855,85.0,85.0,0.0,0.0,888.521,-870.427,60.0,1.149,1.149,0.235,0.85,0.472,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
846.0,847.0,5,208.494,90.442,0.095,0.121,499.665,304.554,2938.313,0.991,1.195,0.946,85.0,85.0,0.0,0.0,886.859,-868.765,60.0,0.282,0.282,0.226,0.859,0.469,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
847.0,848.0,5,208.468,90.412,0.109,0.138,499.474,304.913,2938.771,1.133,1.39,1.241,85.0,85.0,0.0,0.0,886.996,-868.901,60.0,0.37,0.37,0.262,0.675,0.718,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
848.0,849.0,5,208.425,90.411,0.114,0.146,499.2,305.024,2939.76,1.215,1.448,0.984,85.0,85.0,0.0,0.0,887.29,-869.196,60.0,0.293,0.293,0.236,0.641,0.761,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
849.0,850.0,5,208.483,90.501,0.114,0.159,499.829,304.115,2939.922,1.213,1.579,0.995,85.0,84.909,0.0,0.417,887.339,-868.317,60.0,0.297,4.223,0.247,0.676,0.729,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
850.0,851.0,5,208.672,90.535,0.066,0.073,501.295,303.47,2937.1,0.608,0.742,1.134,85.0,84.429,0.0,0.904,886.498,-862.577,60.0,0.338,9.133,0.26,0.711,0.719,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
851.0,852.0,5,208.679,90.52,0.092,0.137,501.19,303.523,2936.071,0.886,1.424,1.038,85.0,84.8,0.0,0.6,886.191,-866.059,60.0,0.309,6.215,0.25,0.7,0.67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
852.0,853.0,5,208.675,90.487,0.135,0.135,501.315,303.962,2937.048,1.502,1.336,1.343,85.0,85.077,0.0,0.874,886.482,-869.17,60.0,0.4,8.743,0.221,0.654,0.783,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
853.0,854.0,5,208.287,89.701,0.214,0.446,497.819,312.368,2939.982,1.946,4.742,2.162,85.0,88.12,0.0,1.505,887.357,-901.108,60.0,0.644,15.866,0.244,0.602,0.766,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
854.0,855.0,5,207.026,88.695,1.58,0.503,485.716,323.301,2945.174,17.555,4.848,8.812,90.0,91.364,8.65,2.307,939.772,-935.877,60.0,85.468,24.335,0.289,0.674,0.624,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
855.0,856.0,5,202.717,89.934,0.926,0.488,434.381,305.755,2900.043,8.276,4.873,8.836,120.478,82.478,1.471,1.885,1232.487,-832.004,60.0,12.872,20.283,0.314,0.774,0.392,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
856.0,857.0,5,197.743,85.119,9.463,7.105,379.113,347.199,2850.143,100.288,62.37,57.802,102.724,84.586,21.21,7.885,1037.904,-836.926,60.0,229.615,63.555,-0.433,0.18,0.902,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0]"
857.0,858.0,5,187.728,62.549,5.724,2.767,255.997,533.692,2653.8,41.947,8.631,101.744,67.667,118.333,0.943,6.6,636.021,-1088.296,60.0,28.497,25.595,-0.481,0.312,0.931,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0]"
858.0,859.0,5,199.476,64.942,1.633,2.393,320.797,448.983,2321.814,5.187,39.156,111.958,78.92,146.28,9.042,9.796,648.382,-1180.013,60.0,47.484,58.751,-0.75,0.318,-0.277,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
859.0,860.0,5,208.61,72.645,6.061,3.201,371.142,360.096,2171.196,55.479,18.877,49.718,63.5,152.071,11.092,1.252,492.702,-1150.419,60.0,74.258,34.503,-0.786,0.239,-0.242,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0]"
860.0,861.0,5,242.728,75.127,8.482,2.725,661.777,358.809,2280.927,68.703,20.178,14.7,70.862,142.448,5.09,6.322,584.94,-1131.458,60.0,40.501,44.718,-0.781,0.346,-0.395,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
861.0,862.0,5,244.995,78.593,5.933,2.209,698.212,340.308,2346.205,30.72,10.561,51.766,72.143,130.714,3.907,4.772,611.628,-1068.078,60.0,24.147,16.327,-0.838,0.428,-0.071,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0]"
862.0,863.0,5,273.658,73.521,4.632,3.717,861.953,352.256,2162.4,38.311,26.031,16.774,67.6,147.0,7.697,0.0,536.443,-1106.573,60.0,58.058,8.647,-0.677,0.706,-0.071,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
863.0,864.0,5,295.952,108.611,6.756,22.647,1134.811,83.4,2374.003,120.972,185.72,145.189,32.667,100.167,20.966,54.702,289.49,-803.469,60.0,154.7,412.213,-0.313,0.86,0.082,"[0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45, 0.0]"
864.0,865.0,5,,,,,,,,,,,,,,,,,,,,-0.195,0.932,0.148,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
865.0,866.0,5,,,,,,,,,,,,,,,,,,,,-0.131,0.938,0.16,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
866.0,867.0,5,,,,,,,,,,,,,,,,,,,,-0.12,0.935,0.23,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
867.0,868.0,5,,,,,,,,,,,,,,,,,,,,-0.015,0.952,0.207,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
868.0,869.0,5,,,,,,,,,,,,,,,,,,,,-0.093,0.955,0.194,"[0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
869.0,870.0,5,,,,,,,,,,,,,,,,,,,,-0.263,0.912,0.216,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
870.0,871.0,5,,,,,,,,,,,,,,,,,,,,-0.151,0.938,0.201,"[0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
871.0,872.0,5,154.162,162.753,0.0,0.0,-54.344,-397.938,2654.344,0.0,0.0,0.0,61.0,127.0,0.0,0.0,567.045,-1192.939,60.0,0.0,0.0,-0.215,0.923,0.185,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
872.0,873.0,5,148.044,155.099,3.844,5.459,-132.683,-375.37,3088.166,50.423,29.352,249.878,52.76,129.8,4.572,1.96,565.136,-1417.627,60.0,17.679,132.098,-0.154,0.949,0.241,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
873.0,874.0,5,146.251,141.141,0.765,2.639,-191.263,-290.873,3957.028,23.449,21.939,321.785,41.0,113.875,1.414,11.379,565.246,-1575.811,60.0,34.659,47.329,-0.04,0.937,0.198,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
874.0,875.0,5,144.691,130.539,0.355,1.703,-249.764,-171.18,4651.207,11.822,23.164,158.979,33.6,96.8,2.905,3.092,543.8,-1583.08,60.0,32.489,30.217,-0.011,0.949,0.182,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
875.0,876.0,5,143.433,131.844,0.076,0.048,-294.61,-210.623,5071.07,1.474,0.767,2.184,31.0,91.0,0.0,0.0,548.208,-1623.157,60.0,0.237,0.697,-0.039,0.949,0.193,"[0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
876.0,877.0,3,,,,,,,,,,,,,,,,,,,,-0.14,0.939,0.233,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
