start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
637.0,638.0,5,0.0,0.0,0.0,0.0,0.56707,0.27793,0.01453,0.00513,0.59446,0.59118,0.45556,0.01748,0.00586,0.00949,0.31891,0.37652,0.08973,0.00895,0.35615,0.51267,0.11789,0.0127,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
638.0,639.0,5,0.0,0.0,0.0,0.0,0.56697,0.27796,0.01305,0.00677,0.59432,0.59113,0.45551,0.01553,0.00779,0.00885,0.32234,0.37831,0.07728,0.01399,0.35926,0.51061,0.10197,0.02027,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
639.0,640.0,5,0.0,0.0,0.0,0.0,0.56736,0.27744,0.01308,0.00519,0.59481,0.59181,0.45552,0.01557,0.00583,0.00862,0.31011,0.37915,0.0811,0.01516,0.34809,0.50962,0.10684,0.02162,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
640.0,641.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
641.0,642.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
642.0,643.0,5,0.0,0.0,0.0,0.0,0.56708,0.27757,0.01355,0.00577,0.59441,0.59161,0.45525,0.01611,0.00654,0.00839,0.31446,0.37771,0.08122,0.01279,0.35185,0.51152,0.10673,0.01825,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
643.0,644.0,5,0.0,0.0,0.0,0.0,0.56747,0.27712,0.01484,0.00627,0.59493,0.59222,0.4554,0.01797,0.00726,0.00996,0.31074,0.37771,0.07707,0.01279,0.34856,0.5114,0.10072,0.01799,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
644.0,645.0,5,0.0,0.0,0.0,0.0,0.5667,0.27796,0.01214,0.0061,0.59392,0.59108,0.4552,0.01457,0.00711,0.0084,0.32523,0.37871,0.07799,0.0146,0.36166,0.5104,0.10227,0.02115,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
645.0,646.0,5,0.0,0.0,0.0,0.0,0.56783,0.27367,0.01537,0.00749,0.59551,0.59685,0.45613,0.01866,0.00882,0.01229,0.31332,0.38644,0.09154,0.001,0.35145,0.50058,0.11988,0.00326,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
646.0,647.0,5,0.0,0.0,0.0,0.0,0.56142,0.27492,0.02881,0.01079,0.58664,0.59443,0.45125,0.03568,0.01335,0.03098,0.28846,0.39964,0.10571,0.01604,0.32459,0.48925,0.14052,0.02259,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
647.0,648.0,5,0.0,0.0,0.0,0.0,0.57194,0.26976,0.02918,0.00918,0.60172,0.60289,0.46141,0.03874,0.01269,0.04902,0.35334,0.40785,0.05285,0.001,0.39328,0.47088,0.07576,0.01105,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
648.0,649.0,5,0.0,0.0,0.0,0.0,0.56874,0.27099,0.04073,0.01068,0.59787,0.60145,0.46248,0.04983,0.01323,0.02344,0.33473,0.39838,0.09201,0.0107,0.37671,0.48116,0.12921,0.01717,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
649.0,650.0,5,0.0,0.0,0.0,0.0,0.51756,0.30294,0.13103,0.06471,0.53161,0.55747,0.44545,0.15387,0.07603,0.06327,0.46003,0.35907,0.18968,0.06077,0.47352,0.54084,0.23256,0.09745,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
650.0,651.0,5,0.0,0.0,0.0,0.0,0.49909,0.31689,0.01594,0.01156,0.50842,0.53898,0.44055,0.01807,0.01294,0.01513,0.52737,0.3222,0.01768,0.001,0.5289,0.58702,0.02499,0.00343,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
651.0,652.0,5,0.0,0.0,0.0,0.0,0.49368,0.32125,0.0596,0.01955,0.50157,0.53307,0.43546,0.06725,0.0222,0.02526,0.66312,0.30565,0.25348,0.02803,0.64349,0.60941,0.32484,0.04213,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
652.0,653.0,5,0.0,0.0,0.84564,0.0,0.53154,0.28373,0.22274,0.06346,0.54921,0.5825,0.44697,0.26069,0.07561,0.08548,0.36867,0.36978,0.50398,0.05724,0.3916,0.52724,0.63586,0.09505,0.26982,0.93013,0.70046,0.12064,0.48417,0.28966,0.09967,0.17563,0.52856,0.27695,0.24003,0.87614,0.96871,0.16062,0.56332,0.93477,0.43072,0.14942,0.468,0.72648,0.11392,0.60414,0.79296,0.31019,0.81165,0.92028,0.58947,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
653.0,654.0,5,0.0,0.0,0.0,0.0,0.56469,0.27396,0.02062,0.01669,0.59122,0.59615,0.45414,0.02441,0.01949,0.0091,0.26543,0.38168,0.04569,0.02624,0.30595,0.50764,0.05914,0.03897,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
654.0,655.0,5,0.0,0.0,0.0,0.0,0.56091,0.28257,0.00452,0.00735,0.58598,0.58446,0.45118,0.00454,0.00859,0.01412,0.28481,0.36989,0.0238,0.01612,0.32159,0.52368,0.03263,0.02418,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
655.0,656.0,5,0.0,0.0,0.0,0.0,0.56118,0.28417,0.00339,0.00372,0.58617,0.58227,0.45041,0.00372,0.00405,0.00407,0.27442,0.36502,0.02812,0.001,0.31163,0.52996,0.03711,0.00158,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
656.0,657.0,5,0.0,0.0,0.0,0.0,0.56124,0.28544,0.00693,0.00696,0.58619,0.58057,0.45005,0.00734,0.00793,0.00989,0.2774,0.36318,0.03043,0.01246,0.31398,0.5324,0.04053,0.01771,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
657.0,658.0,5,0.0,0.0,0.0,0.0,0.56376,0.28346,0.00552,0.00496,0.58911,0.58297,0.44883,0.00591,0.0056,0.00765,0.25726,0.35828,0.0304,0.01566,0.29482,0.53903,0.03994,0.02222,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
658.0,659.0,5,0.0,0.0,0.0,0.0,0.56354,0.28428,0.0043,0.00552,0.58879,0.58188,0.44861,0.00436,0.00603,0.00778,0.25381,0.35432,0.02735,0.001,0.29151,0.54379,0.03661,0.00226,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
659.0,660.0,5,0.0,0.0,0.0,0.0,0.56347,0.28434,0.0059,0.00724,0.58876,0.58184,0.44893,0.00662,0.00824,0.00716,0.25837,0.35432,0.03058,0.001,0.29592,0.54355,0.04102,0.00214,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
660.0,661.0,5,0.0,0.0,0.0,0.0,0.56347,0.28307,0.00527,0.00779,0.58878,0.5835,0.44904,0.00569,0.00893,0.00733,0.26105,0.35324,0.02951,0.01302,0.29846,0.54474,0.0396,0.01834,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
661.0,662.0,5,0.0,0.0,0.0,0.0,0.56382,0.28412,0.00464,0.0066,0.58915,0.58209,0.44866,0.00522,0.00737,0.00617,0.25905,0.35217,0.03052,0.01314,0.29636,0.54628,0.04076,0.01898,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
662.0,663.0,5,0.0,0.0,0.0,0.0,0.56409,0.283,0.00379,0.00513,0.58947,0.58352,0.44854,0.00424,0.00571,0.00554,0.26111,0.35432,0.02945,0.001,0.29819,0.54384,0.03915,0.00184,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
663.0,664.0,5,0.0,0.0,0.0,0.0,0.56367,0.28394,0.00461,0.00785,0.58907,0.58241,0.44926,0.00491,0.00893,0.00522,0.26124,0.35737,0.02934,0.01472,0.29878,0.53974,0.03892,0.02115,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
664.0,665.0,5,0.0,0.0,0.0,0.0,0.56267,0.27667,0.00809,0.02129,0.58818,0.59217,0.4513,0.00897,0.02469,0.01039,0.2668,0.37787,0.0417,0.02676,0.30521,0.51433,0.05634,0.03898,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
665.0,666.0,5,0.0,0.0,0.0,0.0,0.50431,0.31497,0.2126,0.10332,0.51484,0.54134,0.43478,0.24822,0.12052,0.11932,0.62939,0.32005,0.43139,0.09388,0.612,0.59309,0.52288,0.15238,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
666.0,667.0,5,0.0,0.0,0.82359,0.0,0.48796,0.34814,0.03374,0.01475,0.4943,0.4988,0.42587,0.03698,0.01637,0.03535,0.65613,0.26074,0.21278,0.0143,0.6259,0.66617,0.28133,0.02264,0.33873,0.92187,0.42914,0.0,0.35193,0.33799,0.001,0.20067,0.61712,0.15556,0.0,0.8615,0.96224,0.001,0.49853,1.0,0.34624,0.0,0.01586,0.48685,0.001,0.33021,0.67102,0.00852,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
667.0,668.0,5,0.0,0.0,0.82359,0.0,0.50712,0.33029,0.1444,0.10862,0.51728,0.52128,0.4234,0.16504,0.12228,0.0978,0.47969,0.28778,0.28181,0.09983,0.4687,0.63714,0.33192,0.15293,0.35449,0.9167,0.46225,0.08779,0.32168,0.3575,0.04934,0.22956,0.60942,0.16612,0.03613,0.85234,0.95469,0.02997,0.50585,0.98558,0.35579,0.25587,0.05485,0.4925,0.08541,0.40093,0.67229,0.07524,0.98707,0.54282,0.42919,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
668.0,669.0,5,0.0,0.0,0.0,0.0,0.5581,0.28138,0.03213,0.01561,0.58181,0.58543,0.44715,0.03951,0.01918,0.03876,0.25236,0.3616,0.06134,0.01965,0.28913,0.53668,0.08449,0.03133,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
669.0,670.0,5,0.0,0.0,0.0,0.0,0.55556,0.293,0.00646,0.01239,0.57794,0.56984,0.44268,0.00777,0.01429,0.01071,0.22428,0.33647,0.02466,0.01531,0.26065,0.56887,0.03313,0.02239,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
670.0,671.0,5,0.0,0.0,0.0,0.0,0.55476,0.29514,0.00558,0.00671,0.57692,0.56706,0.44251,0.00589,0.00761,0.00894,0.22245,0.33156,0.02789,0.01103,0.25886,0.57462,0.0371,0.01577,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
671.0,672.0,5,0.0,0.0,0.0,0.0,0.55504,0.29733,0.00612,0.00735,0.57714,0.56416,0.44173,0.00668,0.00827,0.00675,0.22597,0.32384,0.0199,0.01196,0.26162,0.58404,0.02632,0.01635,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
672.0,673.0,5,0.0,0.0,0.0,0.0,0.55536,0.29738,0.00649,0.00557,0.57744,0.56403,0.44116,0.00699,0.00628,0.00676,0.22414,0.32257,0.02496,0.00654,0.2596,0.58591,0.03293,0.00895,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
673.0,674.0,5,0.0,0.0,0.0,0.0,0.55432,0.29594,0.00317,0.00435,0.57629,0.56597,0.44192,0.00354,0.00479,0.00564,0.22675,0.3222,0.01677,0.001,0.26244,0.5858,0.02233,0.0018,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
674.0,675.0,5,0.0,0.0,0.0,0.0,0.55451,0.29676,0.00417,0.00707,0.57652,0.56492,0.44192,0.00444,0.00799,0.00532,0.22669,0.3222,0.01706,0.001,0.26238,0.5858,0.02241,0.00174,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
675.0,676.0,5,0.0,0.0,0.0,0.0,0.55474,0.2984,0.00608,0.00732,0.5768,0.56281,0.44191,0.00666,0.00818,0.00646,0.22328,0.32067,0.02661,0.01162,0.25926,0.58759,0.03493,0.01651,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
