start,end,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
934.0,935.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34728,0.85719,0.61884,0.09439,0.37203,0.30796,0.11615,0.15722,0.67671,0.16888,0.09749,0.74869,0.87019,0.13985,0.35933,0.9002,0.24697,0.06747,0.38194,0.64685,0.2229,0.26416,0.65946,0.18063,0.36625,0.82259,0.246,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
935.0,936.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27997,0.812,0.63629,0.15903,0.49409,0.22786,0.20024,0.15762,0.62012,0.23526,0.18645,0.66917,0.77824,0.2146,0.41206,0.86311,0.30895,0.05083,0.41024,0.63216,0.07945,0.23532,0.74707,0.14852,0.56156,0.56381,0.8274,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
936.0,937.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17756,0.73941,0.52008,0.18131,0.67982,0.14727,0.22298,0.11877,0.50528,0.36995,0.17724,0.54144,0.78689,0.25741,0.32777,0.78578,0.20988,0.09611,0.23218,0.54118,0.12521,0.21234,0.60082,0.12293,0.54651,0.85979,0.65373,"[0.444444444444, 0.0, 0.0, 0.0, 0.555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
937.0,938.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15534,0.68434,0.5795,0.11162,0.7201,0.13085,0.17233,0.0743,0.56978,0.29431,0.13265,0.44453,0.65059,0.18497,0.31905,0.79884,0.19963,0.05935,0.31815,0.58074,0.11213,0.23261,0.6955,0.14551,0.35599,0.37259,0.8133,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
938.0,939.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12329,0.61245,0.56024,0.11283,0.77823,0.09503,0.15548,0.05468,0.52859,0.34262,0.07254,0.31802,0.58244,0.12092,0.26798,0.81034,0.1396,0.04172,0.28691,0.57735,0.09914,0.21008,0.6856,0.12042,0.35101,0.21702,0.9242,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
939.0,940.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12076,0.58132,0.591,0.13556,0.78282,0.06717,0.10886,0.04226,0.56686,0.29772,0.09583,0.26325,0.54999,0.1388,0.26341,0.78055,0.13423,0.08771,0.33681,0.64741,0.22715,0.25244,0.64463,0.16758,0.50617,0.75422,0.80465,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
940.0,941.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16294,0.65231,0.5458,0.06004,0.70633,0.10796,0.07608,0.04666,0.61971,0.23574,0.06766,0.38818,0.63112,0.15809,0.29995,0.8119,0.17718,0.05043,0.26351,0.55361,0.08147,0.20377,0.68207,0.11339,0.57138,0.47856,0.83318,"[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
941.0,942.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18209,0.69379,0.38729,0.08638,0.67159,0.12438,0.06994,0.05788,0.62803,0.22598,0.19077,0.46117,0.68629,0.17062,0.32528,0.81034,0.20695,0.13494,0.20123,0.43495,0.24886,0.20332,0.44045,0.1425,0.61936,0.5319,0.54064,"[0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
942.0,943.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798,0.6924,0.52177,0.0753,0.67575,0.11791,0.1071,0.06749,0.61471,0.2416,0.22715,0.50674,0.75823,0.43146,0.35725,0.70584,0.24453,0.11602,0.237,0.53892,0.18279,0.2227,0.61001,0.13447,0.92968,0.50307,0.36262,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
943.0,944.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17502,0.67117,0.27427,0.09933,0.68441,0.11543,0.07466,0.0707,0.6247,0.22989,0.22571,0.43214,0.67818,0.22484,0.34563,0.72831,0.23086,0.18428,0.19274,0.3163,0.20205,0.13618,0.30268,0.24034,0.92091,0.24948,0.37556,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
944.0,945.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25408,0.83365,0.34149,0.18789,0.55473,0.17662,0.27794,0.20048,0.58725,0.27381,0.32664,0.70728,0.76472,0.38023,0.47683,0.76645,0.38508,0.15743,0.21794,0.30838,0.24696,0.22495,0.4899,0.13698,0.81176,0.2694,0.43833,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
945.0,946.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76712,0.80201,0.27998,0.14268,0.39135,0.73333,0.11824,0.32626,0.83274,0.17913,0.18057,0.65159,0.81232,0.21547,0.37967,0.8281,0.27088,0.20766,0.22803,0.29256,0.23212,0.13708,0.42208,0.15554,0.54071,0.56291,0.44915,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
946.0,947.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53439,0.94863,0.42127,0.1035,0.19938,0.49552,0.23503,0.30142,0.72705,0.14887,0.20697,0.90961,0.99243,0.51378,0.51918,0.76279,0.43486,0.09987,0.17028,0.40727,0.21046,0.21729,0.54501,0.12845,0.16212,0.87644,0.02774,"[0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]"
947.0,948.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52864,0.66848,0.72443,0.15762,0.48575,0.6398,0.49259,0.32626,0.61971,0.23574,0.2732,0.46737,0.61273,0.50853,0.45898,0.71629,0.3641,0.0696,0.55316,0.74686,0.13547,0.28624,0.74424,0.20522,0.22938,0.87793,0.45922,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
948.0,949.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12525,0.59509,0.60755,0.13983,0.77468,0.09901,0.17053,0.06068,0.52318,0.34897,0.10836,0.28748,0.5938,0.1409,0.26092,0.77533,0.1313,0.03884,0.36363,0.61068,0.06458,0.21955,0.74071,0.13096,0.49209,0.33502,0.71168,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
949.0,950.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12874,0.5923,0.60394,0.11426,0.76836,0.07214,0.15591,0.06189,0.54856,0.3192,0.09772,0.28257,0.60137,0.10812,0.2493,0.76697,0.11764,0.05618,0.35778,0.61859,0.08943,0.2236,0.70044,0.13547,0.40896,0.25987,0.64098,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
950.0,951.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38487,0.80716,0.70752,0.07354,0.35704,0.31045,0.30097,0.22612,0.6559,0.19328,0.06566,0.66067,0.83179,0.18498,0.34563,0.84221,0.23086,0.03716,0.52574,0.70731,0.04531,0.25244,0.80854,0.16758,0.87578,0.65552,0.69017,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
951.0,952.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7451,0.65505,0.80197,0.09165,0.35696,0.70199,0.19903,0.34028,0.80652,0.19621,0.14386,0.42704,0.66844,0.34032,0.37511,0.70845,0.26551,0.10215,0.67889,0.79545,0.16769,0.32634,0.76403,0.24987,0.14714,0.84497,0.23673,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
952.0,953.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83644,0.35132,0.86342,0.09626,0.51705,0.81443,0.14083,0.35309,0.87143,0.21183,0.09461,0.18206,0.35527,0.19958,0.1812,0.61545,0.13423,0.05965,0.77853,0.87739,0.11208,0.32994,0.84598,0.25389,0.54516,0.10285,0.71514,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
953.0,954.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81188,0.72619,0.72655,0.08276,0.47252,0.77911,0.19231,0.36511,0.86478,0.22647,0.16072,0.5439,0.77067,0.35096,0.37261,0.71681,0.26258,0.09472,0.5566,0.71126,0.14836,0.30967,0.76756,0.23131,0.21459,0.43848,0.19936,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
954.0,955.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75389,0.81657,0.70065,0.08649,0.36735,0.68508,0.12137,0.32866,0.86769,0.18206,0.14375,0.67721,0.79771,0.16034,0.36597,0.87408,0.25478,0.07718,0.51461,0.71465,0.14039,0.27046,0.72446,0.18765,0.21679,0.84121,0.18016,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
955.0,956.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76335,0.58832,0.89758,0.07354,0.3845,0.75075,0.08835,0.30543,0.86311,0.15375,0.13265,0.28408,0.53917,0.27258,0.33317,0.73458,0.21622,0.07064,0.83392,0.91524,0.11143,0.33625,0.84245,0.26091,0.04709,0.78915,0.16088,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
956.0,957.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53606,0.54211,0.83188,0.1576,0.32681,0.59652,0.40311,0.27098,0.54689,0.32115,0.2378,0.37919,0.51591,0.47397,0.37261,0.6259,0.26258,0.09997,0.72739,0.83557,0.19,0.36014,0.79794,0.2875,0.12897,0.79278,0.20821,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
957.0,958.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09883,0.59122,0.55162,0.10668,0.82258,0.06617,0.18813,0.04306,0.45619,0.42754,0.05601,0.28067,0.58028,0.10035,0.25303,0.78944,0.12203,0.05846,0.27295,0.60051,0.13192,0.20873,0.65381,0.11891,0.20035,0.69805,0.29971,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
958.0,959.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1316,0.63238,0.33724,0.10965,0.76316,0.09204,0.12586,0.04867,0.56936,0.29479,0.13798,0.36085,0.6441,0.14892,0.27462,0.73667,0.14741,0.09928,0.15368,0.33494,0.16856,0.20017,0.54218,0.10938,0.64429,0.18047,0.19822,"[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
959.0,960.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12754,0.59063,0.42703,0.19909,0.77052,0.09602,0.17918,0.0755,0.52193,0.35043,0.32054,0.3479,0.61273,0.32707,0.34936,0.67501,0.23526,0.16793,0.15,0.43552,0.19072,0.23622,0.55419,0.14952,0.26226,0.60442,0.42769,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
960.0,961.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13948,0.61191,0.55989,0.05741,0.74886,0.08856,0.06472,0.03264,0.60181,0.25673,0.05069,0.31708,0.60516,0.07693,0.24598,0.81452,0.11374,0.04231,0.28635,0.56944,0.1086,0.20693,0.65876,0.11691,0.62832,0.32902,0.48171,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
961.0,962.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11034,0.58096,0.47754,0.11612,0.80171,0.06667,0.11436,0.04787,0.5652,0.29968,0.05091,0.26262,0.55594,0.09705,0.2576,0.79518,0.1274,0.04518,0.15283,0.45812,0.12749,0.20197,0.64745,0.11139,0.53686,0.66206,0.8787,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7]"
962.0,963.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14517,0.57226,0.59602,0.05993,0.73856,0.09055,0.078,0.04466,0.6118,0.24502,0.12167,0.25921,0.57866,0.12821,0.24598,0.72517,0.11374,0.07946,0.34495,0.59373,0.10388,0.23216,0.70751,0.145,0.33287,0.40137,0.56111,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
963.0,964.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14192,0.57527,0.58043,0.04062,0.74445,0.08359,0.03186,0.02583,0.6272,0.22696,0.0599,0.25259,0.57649,0.05929,0.22106,0.78108,0.08445,0.06629,0.31966,0.58865,0.07249,0.20377,0.70044,0.11339,0.60398,0.53709,0.31492,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
964.0,965.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12467,0.58107,0.52672,0.03678,0.77572,0.07065,0.03726,0.01822,0.60681,0.25087,0.0203,0.2628,0.57487,0.03113,0.22148,0.81608,0.08494,0.01715,0.23256,0.52367,0.06127,0.18935,0.7068,0.09734,0.75504,0.712,0.79071,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
965.0,966.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1146,0.42692,0.34207,0.11349,0.794,0.06518,0.17834,0.06749,0.52983,0.34116,0.19177,0.17157,0.44885,0.23564,0.20155,0.61179,0.13765,0.09531,0.17378,0.38184,0.20743,0.14429,0.44963,0.13597,0.70065,0.87838,0.68779,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
966.0,967.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12453,0.38157,0.2663,0.02602,0.77598,0.06916,0.02344,0.01021,0.62137,0.23379,0.04781,0.09025,0.36988,0.03673,0.14965,0.72047,0.03614,0.03201,0.1917,0.28465,0.02936,0.06814,0.55137,0.06372,0.46189,0.4893,0.46504,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
967.0,968.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12281,0.38533,0.27503,0.01823,0.7791,0.06717,0.01442,0.00541,0.62678,0.22745,0.02584,0.08364,0.37583,0.02768,0.13927,0.71995,0.03663,0.01249,0.17755,0.29539,0.01756,0.06499,0.55419,0.06171,0.35021,0.28492,0.75434,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
968.0,969.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12334,0.38264,0.2716,0.01285,0.77814,0.06667,0.00786,0.0038,0.63011,0.22354,0.01952,0.08836,0.37258,0.01472,0.13594,0.72831,0.02882,0.01477,0.18312,0.28974,0.01803,0.06679,0.56055,0.0572,0.6387,0.38188,0.40073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0]"
969.0,970.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11593,0.43858,0.35813,0.07914,0.79157,0.06916,0.14632,0.04666,0.56603,0.2987,0.10116,0.15143,0.44398,0.18752,0.20985,0.6724,0.08104,0.07857,0.11093,0.38184,0.13967,0.1479,0.50262,0.09834,0.88271,0.87502,0.76806,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0]"
970.0,971.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14531,0.60928,0.56041,0.03722,0.7383,0.08558,0.04567,0.03585,0.62262,0.23233,0.03117,0.31244,0.60408,0.04318,0.23643,0.82026,0.10251,0.02171,0.2872,0.57452,0.03713,0.18395,0.71598,0.09132,0.73787,0.14344,0.22266,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
971.0,972.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13628,0.59515,0.55436,0.01944,0.75467,0.07961,0.01598,0.01302,0.63011,0.22354,0.0142,0.28758,0.58731,0.02001,0.2194,0.82915,0.0825,0.01418,0.27738,0.56209,0.02316,0.17764,0.72941,0.08429,0.37669,0.40843,0.73282,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
972.0,973.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13733,0.5981,0.55936,0.01,0.75276,0.0806,0.00721,0.00941,0.63677,0.21573,0.0071,0.29278,0.59056,0.00757,0.21691,0.83542,0.07957,0.00685,0.2855,0.57057,0.01165,0.17494,0.74071,0.08128,0.43524,0.25575,0.57845,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
973.0,974.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13566,0.59703,0.55651,0.01241,0.75579,0.07961,0.00759,0.00821,0.6351,0.21769,0.0091,0.29089,0.59056,0.01093,0.2165,0.8328,0.07909,0.0111,0.28087,0.56605,0.01087,0.17403,0.73859,0.08028,0.35805,0.4118,0.75634,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
975.0,976.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07872,0.58692,0.49064,0.09231,0.85906,0.001,0.14886,0.05788,0.54856,0.3192,0.11846,0.27311,0.54566,0.16372,0.28417,0.78369,0.15863,0.06361,0.18934,0.50333,0.15228,0.19792,0.60577,0.10687,0.34009,0.15824,0.66284,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
976.0,977.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13643,0.59939,0.58386,0.0359,0.75441,0.07463,0.04217,0.02984,0.61971,0.23574,0.06489,0.29505,0.59813,0.08616,0.23601,0.78735,0.10202,0.06321,0.32522,0.58356,0.15057,0.25785,0.6962,0.1736,0.42011,0.49805,0.33197,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
