features,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,mean
z_median,0.01767212647497004,0.009113849657879387,0.026973513671386513,0.02079790631403018,0.04008776733573824,0.026565175611025164,0.051676917217304774,0.018581473438068947,0.029239122108803337,0.02017929675997362,0.031393690796404305,0.029820674257852273,0.02709593702455488,0.02632875867255568,0.028306363203185622,0.025604512791501492,0.025926712496590794,0.02859348188327046,0.025308334904385155,0.026883234434879135,0.02011834785862897,0.007423551620911513,0.022547344790027526,0.020613993065425527,0.03649466369856908,0.02624501690886197,0.03791455624048391,0.012316374367805688,0.02672856731375641,0.023515894510496103,0.02968332642226973,0.02752158766439478,0.028453688365511723,0.023436458349544585,0.028884286524460775,0.023561942642907053,0.026011387833882474,0.031952749121061774,0.027956378986970752,0.024801958631784728,0.021050478131179835,0.005694592377613863,0.03055143312167555,0.021162797503730926,0.03535554338075181,0.022265011965513087,0.035692150674006676,0.012803862079658787,0.030780620342288522,0.019755460952202528,0.029441216648796165,0.025927845155113705,0.029243540280123693,0.024583864085890073,0.025204577506662634,0.023748263633300196,0.023425268567644274,0.029347513082037355,0.02684298553057376,0.02814864353262355,0.019402064448281707,0.008149273703249953,0.020439332909049746,0.020861232215076006,0.035878697550568814,0.025556812670868904,0.041865259366721384,0.013923536557782466,0.027326510658397217,0.018981468668479756,0.0311978691486941,0.026508187839469188,0.02575453701189625,0.022900095136676527,0.027590673331652472,0.022573779845895512,0.024748681171888897,0.030419212566129724,0.026778002441484917,0.023230482439923334,0.020312684362305405,0.009069358878504588,0.029268664396202834,0.021671214048268616,0.0385700927082572,0.02597697596100452,0.029158996119331593,0.012322003296318395,0.02671551679711247,0.020223089582552,0.029309785056329203,0.02435497816835233,0.024808007855955473,0.021782487862993968,0.030382181676319106,0.030757327801303753,0.02667648332223484,0.029327086700797256,0.025616770552746443,0.02539137381164222
y_mean,0.019094323877827793,0.011985221774022338,0.047942239232117524,0.023808758953505565,0.022183365387635455,0.035810108650202274,0.017623283543984528,0.016331187972398117,0.03789439432086982,0.01732873362476628,0.022148584748349198,0.024115331388743808,0.02256144690013452,0.03140028302210361,0.025559264139599126,0.02663918986468409,0.024571481117782994,0.022487987726539704,0.027544040926036753,0.03677829020882801,0.022410260454722823,0.012400552785674195,0.05091281249194557,0.01951783608764964,0.02362360707111117,0.030712382437704418,0.01942625470234019,0.01649058163136829,0.03430586083169906,0.01711092212812019,0.0255275684046707,0.02573054979807727,0.02792245253701664,0.028927146078995047,0.02874656375945434,0.02278068101236416,0.025675292859070484,0.02067625699409149,0.025502599884298375,0.03517994232847841,0.029293520297000594,0.006409052756674796,0.049646028781607274,0.019440893196981817,0.021790937602169543,0.0304565202585361,0.024649055743323434,0.01319593990937428,0.03750026837192214,0.01787647364468198,0.024253219224209165,0.02443068267029258,0.02463837157794894,0.029222352852028517,0.027725907065778505,0.023000100450862645,0.02588322140821965,0.02247055123374864,0.025287327866714,0.02845992969518603,0.024363381666330234,0.006304705621948416,0.047919171518759414,0.020209280151779106,0.02346619197208946,0.03182936159914185,0.016741808166931764,0.014787148981245776,0.041057309300924105,0.016442820483275267,0.02597346122970024,0.024041638748193025,0.022805743310332523,0.02971981305641791,0.027735310477909322,0.023784959946808452,0.024259972444816008,0.024956429160815183,0.02588101397733928,0.029319147242620195,0.028809302871051337,0.011072592759821564,0.04026020002922273,0.02194629583066707,0.024689331268582426,0.03111628627295073,0.020431480736626168,0.01685486834563311,0.040530010893428677,0.018548928631954058,0.025907307639561297,0.027360193027144545,0.02605944329310314,0.027900809463536378,0.026578869462611024,0.021167915753739955,0.023216916101564317,0.025784917743121,0.028535315002291756,0.025468562125759934
z_mean,0.022497941886627914,0.010386737303913944,0.028170102172343243,0.02265378663052879,0.03433544381205643,0.026008678056536654,0.044321777250943814,0.01705563770058159,0.03262088977214706,0.020636385936570995,0.03167528045911911,0.031497135448107054,0.030074324048925464,0.024477472119533376,0.02788120220119997,0.0299766400838887,0.02893732024441309,0.030604002693406508,0.024158065360849874,0.028794653677250474,0.02023416456478324,0.007950794188001271,0.026972659043786856,0.020272872235328754,0.04005109271113934,0.02914561706300907,0.03030022731958239,0.013712989855770947,0.026491838838210463,0.022886444921947868,0.029086307656237705,0.027446462688900247,0.028635617194058875,0.023444389567208134,0.033561942265791615,0.027083703773931198,0.028443555013881884,0.0269592578812632,0.026343008306358717,0.02553344406111385,0.023423540657670924,0.008558273680543745,0.03330315174110187,0.020432472256280504,0.035934157659474004,0.024015189047959847,0.029484047471165523,0.013497996790498101,0.026013053957038738,0.01955199334638733,0.03069357359691359,0.024222657397019554,0.024280137120037005,0.024232867460100838,0.02747662937756935,0.0260993674669427,0.025145692144894996,0.031102197928864716,0.02624708331938415,0.02381464535374683,0.021039449288423544,0.008540494626345289,0.02964512577621993,0.02062023988923858,0.035704570717939886,0.02839718022318362,0.03086735599869737,0.014313382056049359,0.023827108409744488,0.018419739590030376,0.03396732566438345,0.0322321998879513,0.02576418887707185,0.024677692824546123,0.030428708792789826,0.02367911929876212,0.02700663667789746,0.029659198191393524,0.026148946197344772,0.027184609547460194,0.022604550514266353,0.007145844560472495,0.03095965161756666,0.02304346455531953,0.03417866521292764,0.024417110069986817,0.029177108478908885,0.013233897453177013,0.028363241308916372,0.021011563614356077,0.03274242595599156,0.032293717713706406,0.025576012234185357,0.023139907528758618,0.030973555485706187,0.028773587690740298,0.029979728195789545,0.026746379772610115,0.027121146883073058,0.025883367930957347
x_median,0.020606694055742333,0.01888896048141578,0.01343622691151465,0.02174681078628829,0.03545480957365373,0.03179830248147774,0.023526974424490036,0.017589153779193015,0.039277560661708504,0.018969060345885084,0.036864395818571864,0.033181411438427795,0.02657257456280443,0.027570546348839733,0.02172192194753672,0.024022089505821218,0.027721762524753016,0.025761084275042995,0.026185394707039292,0.02196956021610279,0.02151396805159568,0.017437412458504477,0.014759659395169574,0.025119225478075748,0.033516790878571935,0.03153945247417351,0.020850565198564975,0.017090510597386428,0.02624679150190403,0.020395764812916387,0.036483874996621056,0.03198721209063067,0.029289642146991906,0.0282191210025767,0.02644654016668873,0.028502628584699433,0.03254342766559898,0.029749299050491687,0.028319184051537372,0.026027488326029847,0.021084046792144887,0.015768020018828634,0.01610730750478377,0.021286445573467188,0.03436652197936708,0.03540605587687677,0.02622041102681222,0.015569261873344944,0.030269610099625432,0.020344760417078625,0.03539574224564523,0.03587402606304492,0.02645747924881938,0.03403343029750006,0.026521897134281498,0.031078273376654267,0.028467547170964974,0.02804017614956849,0.025928567745458247,0.019259854100132114,0.02508418819407381,0.018264562156393202,0.01422185913359511,0.023392227080333453,0.0329465650101159,0.03083438702605247,0.022168888613130707,0.01464108136966029,0.026785245949708426,0.02009907673580351,0.028594770233501723,0.035231921868622326,0.029119447613257406,0.026418821044635787,0.02142727582698193,0.02607811481271555,0.029116448543853944,0.026883235803370088,0.027138591236345714,0.023737041620218075,0.02035451742415541,0.026414978394726875,0.012629859893232476,0.021616566843342178,0.0325521398480189,0.031543375287172486,0.02136744171615468,0.015033924396629102,0.029705821960235804,0.01981076500641276,0.030468529593345634,0.03607128243496789,0.03116884093443293,0.03230639219354531,0.024712073201383165,0.030949099465454353,0.03161481492033275,0.02982535675373338,0.027133089592788394,0.025998443517190623
x_min_value,0.027463679859241398,0.05417760971811156,0.01152268467651245,0.01969461222591889,0.028316167956117907,0.02962593982778093,0.024943582866918744,0.015670249428006933,0.03512448686095659,0.0223300254776956,0.024263014850602123,0.02958774571569656,0.024554849364626426,0.022785541224608206,0.024212092792098086,0.02520522035724521,0.025766418110679874,0.027396042012907195,0.027064341073724334,0.020533930908157673,0.025603069975223,0.06383389289860154,0.014369493555030803,0.022707542060555152,0.030972006577315095,0.030922207245468045,0.02596358233481628,0.01303946206931247,0.03111495640705453,0.018846205259725933,0.025207299536464677,0.03153825990329961,0.022394630281714945,0.026595794989170224,0.02404171272333894,0.031121792738029806,0.026510239891074774,0.026966587034329303,0.02779924356275452,0.021591962438658956,0.02697543053325281,0.05883141089290453,0.016507806231294057,0.021378078974109867,0.02977778493984701,0.02653107759724571,0.024603335981440263,0.0148546362453065,0.03249005214364866,0.024865138970499644,0.023999001997869404,0.0312701801309953,0.022518877901977537,0.026965841451597805,0.02403649085635344,0.027044792434307765,0.024534839992083918,0.027128416618293925,0.027958394344976923,0.022132346618025753,0.028369475413518478,0.02708678990406308,0.01689191627975236,0.022790730382803687,0.03240936126475437,0.03134866538671146,0.018593120609568296,0.014123786567517135,0.021540124628797893,0.029101120665833896,0.025543464001409354,0.03096610130618688,0.02471359811176375,0.024601417851413294,0.022044944658656248,0.026701828375269746,0.025806926498261207,0.025388322623481844,0.026824120762011995,0.021719199241599808,0.02996034678850406,0.07907561513277568,0.017209244480753,0.021846652672912532,0.030341690596099168,0.029590364260291036,0.019581989257055624,0.01305389511618313,0.023167538783301342,0.02031244624954525,0.024052250674860148,0.03356419715670972,0.02320961554028048,0.024836449803961495,0.020581735661855175,0.02974750113959379,0.0268562735758056,0.025623725761880836,0.027989415210761707,0.026393414889313946
x_mean,0.020321688024366825,0.021473644851031138,0.013784245887191241,0.021886593317037493,0.03107273082129666,0.035535629630058296,0.02588976791182613,0.017036640855853047,0.04104249090228564,0.01996310757318561,0.03072906863927454,0.0331442797711914,0.025657322939974858,0.028588795533980305,0.027299271681383533,0.027848380206627117,0.029941300797189003,0.02857095136776347,0.02459274815844165,0.02609586707021895,0.02490233686690596,0.026460086514803118,0.01595041010316003,0.02601903903554281,0.034124257362529865,0.03575344211258997,0.025197841447630546,0.016503890694632647,0.030902877360761943,0.020118328173060675,0.02961166846770852,0.04156018035594597,0.02350680330301201,0.029024398139720766,0.026610603707326333,0.03696628258594399,0.027491288474597295,0.0343311825753945,0.026989403945790115,0.02371586493280176,0.016178312472358132,0.035461322037385855,0.013502699526521325,0.022367535530564572,0.03256879437602294,0.030172434189920834,0.023095263170811627,0.01298713517366605,0.030342875171373213,0.02115196220221429,0.030998499967812353,0.031082674019676834,0.023339011695962714,0.028323517143252524,0.027335327994126725,0.03335421561632725,0.030934943142909243,0.033876512334901125,0.02475641061638191,0.021141094085743658,0.021171162691630108,0.016869161002114778,0.01698422654218935,0.024194143677921883,0.0349077702621924,0.033841231177698855,0.022470025305544,0.01336826923721021,0.02677823727268153,0.019720771632290243,0.02681817405810756,0.034675428773706954,0.0257628582185495,0.027568862682923582,0.02242794793979235,0.034790248962826925,0.02890296284364676,0.02936049812579117,0.026387828449009755,0.027954435211248088,0.019494358442428875,0.0285638943875339,0.01802009283402948,0.023482963955240924,0.030195061859926854,0.03383282650834655,0.021673595826088535,0.01605362074778137,0.025207809079080868,0.021093944860558454,0.027202401522875445,0.034925645751070745,0.025215818250384242,0.02334733828229236,0.025073089006094257,0.033980302630084905,0.028185437168060358,0.03310325818181484,0.026124845849491988,0.02645369496745687
Upstairs_AP,0.037502865400154836,0.017045107259298954,0.014853464087884322,0.027930604107222964,0.02863503022763791,0.019311882140291288,0.02819898329879811,0.03774883833944494,0.039513984255839095,0.035714204717252326,0.02088302989209951,0.017292609872668722,0.023158055498249883,0.022645192312443847,0.01989842379967056,0.01740051128341193,0.024335043336380324,0.021744004167069116,0.022675705288011976,0.06410325403688347,0.039798614634469466,0.007135536803806953,0.018705932377992243,0.026570199071716313,0.027255852479438816,0.018408431689812592,0.03285162690460148,0.03636403460814068,0.03391490767264952,0.0351995012359396,0.02245919803827829,0.019714904764960885,0.026693016756734887,0.024844558096067025,0.016754219950928382,0.021081592620938987,0.02372555016463633,0.019267872488012677,0.0241994468262321,0.04494393029903683,0.04472757336379179,0.008289899828928795,0.020106360198423448,0.030408342591537574,0.02906718066898148,0.0155517765488786,0.03343664169435979,0.01740665847504836,0.03420916624009067,0.03085477162363694,0.022946742457333316,0.0164757921612455,0.024078741867848263,0.021282308288061456,0.022534789612163778,0.02244126931137268,0.027488633751984213,0.022242140924782473,0.024272336917466605,0.0457292890970016,0.041677067711692495,0.006813259079322231,0.020769751189121857,0.03272142134398367,0.025155860396549656,0.02084180864144476,0.04244116605104303,0.03611535590856761,0.02749929683330752,0.043175178083385474,0.01911215082435775,0.022147496753525456,0.025049930227233893,0.02408465252043694,0.013948571155864762,0.027143666250462183,0.026498780893139867,0.02168323654776218,0.024950398475724757,0.05488260779917902,0.04572790374350351,0.009098658923376668,0.020656999383449216,0.033887406532361414,0.03040583861338114,0.021443989886992802,0.039047866969406375,0.03234736507290549,0.03029759506545891,0.041069612691927035,0.02159319024828295,0.016448156685656554,0.026636318194726623,0.027294612482273273,0.016500063833580783,0.021083375603231286,0.027186175658093985,0.021994646802251872,0.022587252529626747,0.026626755778127648
x_average_absolute_value,0.019635283829860198,0.030399805321620024,0.022929398552514225,0.023006183438238806,0.03494612918517902,0.03149988131509414,0.023347952594038313,0.02534090752804403,0.03174360365036206,0.02194674699876993,0.02968184629502183,0.036602024090703685,0.022552568236821415,0.02753457133607553,0.02894481812966785,0.03513496306199923,0.030983865330367833,0.03144576479909382,0.02629213166941733,0.028056451033242023,0.02625130238663719,0.027585270305544866,0.028521527270067085,0.027681135273912656,0.037691206197535125,0.030163508252322613,0.024862815353834732,0.03366266089930769,0.03274237820649282,0.024834582709760276,0.032668228248653224,0.03415236164914022,0.021720975189118006,0.0240044123503691,0.027589292222442,0.03591938765270536,0.028429947590792263,0.03331138432325476,0.026003025237750034,0.021674642757516648,0.02140324793656317,0.02767935020320238,0.026318636580579945,0.02217882087493423,0.034056581323195084,0.033702809601594136,0.022912354686790596,0.02156196617393745,0.03203628755903108,0.021715833200811403,0.03381347470931748,0.03866367180901233,0.022403213247995206,0.03161884114772606,0.0257067418281542,0.031167051808676363,0.027427401563945887,0.03004748931791798,0.024943750805772824,0.024491158438522606,0.02284236750019842,0.024045241607067468,0.026969485869003565,0.02515976596361271,0.032636609546204134,0.026757576919346323,0.02243702801888884,0.023201221730326484,0.02653959324651163,0.022278027897269362,0.028126438133869943,0.027666725305873822,0.02313715890995665,0.027426168942332758,0.027448927854708757,0.03321560644062148,0.02692152540827363,0.032893565500179994,0.02344279294646119,0.027183969108509877,0.02433637108235998,0.020884396681605535,0.031907746824693814,0.02422458604796591,0.030174219411363192,0.032779927110205845,0.024076039323501774,0.024008769018226666,0.028476826990872426,0.024558055885719174,0.03084052255387763,0.03835581829277264,0.02625842484219528,0.02506576256302349,0.02492300420484921,0.0374524262034916,0.029463457813453345,0.03141126625911974,0.02443534464315456,0.027871781675683202
x_std_dev,0.0197534065767837,0.0863102257742061,0.01954192702839439,0.030993882519470328,0.020304679582670914,0.02471973666847039,0.02882959979264672,0.01655739081516772,0.025614064050409224,0.022198681988839203,0.028126867889554475,0.025534980513778324,0.0347379306705341,0.03340886694194782,0.02511189003554199,0.029229196195898508,0.02396835049595487,0.026748520527451157,0.030713111965836606,0.02666889313092177,0.022454573411955874,0.08602545659575195,0.021402368884503163,0.03147354508871927,0.020627929114088228,0.024066798167237176,0.030288249137088538,0.015654989608373252,0.017374336579843486,0.024446834426732438,0.02525698382342893,0.024407434874164715,0.03757870870522753,0.03314462881094528,0.031603562399757125,0.03098208015385985,0.0249157256116719,0.029271625299682573,0.03148657219501174,0.02694121481907744,0.021620083849337644,0.07225526735210058,0.019450303081187746,0.03210534880993767,0.021811730320872868,0.0300502947152412,0.02421338619202361,0.015706999980790684,0.021365028550618646,0.022420059076548298,0.026148626479288898,0.0275246224708066,0.031642294824812525,0.030286310705642826,0.029516641327058536,0.029182235353358572,0.022507419988776648,0.024989024890732448,0.03023597271145615,0.023958951461336163,0.026472208298187572,0.08797580096474931,0.026650367230973807,0.031812948235519944,0.022096931204317202,0.01966945227835162,0.02637676704288033,0.01794715733240354,0.013019491337685974,0.02312538751409305,0.02478547740054015,0.029750174820597608,0.029453609554112005,0.032384519574148694,0.024385477669670415,0.027768007200704724,0.021634137510656473,0.025040949753812814,0.03213340721417103,0.022829918429359122,0.023044004837731665,0.05519337332061782,0.022395216889195987,0.031587176301781324,0.020754992935708958,0.02398926685391022,0.023787964171716258,0.01726959466258354,0.019147594438757694,0.0241098024231566,0.03066827917126545,0.025888545972609547,0.03022074045018608,0.024982035336230668,0.024003623237244708,0.023366376195011584,0.021999685934414304,0.026191127965146468,0.030733600639348265,0.028182945609263422
x_max_value,0.02659361799746255,0.06586541420355563,0.015274115585820881,0.022667319291896932,0.03757978179890676,0.04417954387354767,0.022053363989947426,0.01713869342012706,0.03019723721062812,0.024859091452559354,0.023089277164098157,0.026795725884025297,0.028012390711140596,0.028778735112945538,0.0268664418387494,0.02403208791505738,0.02793674270735488,0.02562825977842005,0.027747837940630293,0.024669688969086803,0.02716375034485318,0.05674936851834935,0.014104392488384796,0.028983197339395975,0.035812003408721836,0.052669234461586854,0.023291250842970332,0.015083866667645902,0.02657086458168263,0.02243046177932701,0.024646825260928495,0.03255340632150934,0.02149116103068799,0.029244475009674576,0.025693931697045577,0.033300442227181905,0.026190289567489047,0.026580871637183544,0.027531712274462525,0.03286555544534942,0.02010779331643539,0.046975779999169104,0.017152160093345054,0.025566796737983122,0.036438701797380214,0.04214135817932509,0.022032709976098356,0.016552179754684385,0.02964774885373704,0.023972805187894873,0.025935481661150055,0.029529585622961218,0.021524832980223268,0.026965777714869035,0.02805808982586252,0.0366453375574565,0.02766767170873676,0.026258034172647587,0.028046468434874655,0.03324419249029335,0.026726998743629223,0.05929263193298583,0.019422494414601577,0.02812889326509398,0.03976552439624768,0.039707346523453306,0.021091235381890103,0.01365531861992179,0.021607931387016235,0.021785041631660222,0.0262400577635934,0.028684915530304236,0.022961744807469372,0.02928807250295047,0.02657047840606193,0.031921021386338296,0.027013311253197253,0.02491118323457127,0.02699100804995637,0.03310952346623252,0.02416879569505578,0.03481078026481573,0.016904288283269387,0.024664207992189137,0.034418456947566796,0.043861266201471946,0.02242843285976037,0.014778959254851943,0.030461564018136763,0.02324086553259634,0.028013452955837462,0.0286573094091808,0.022116276976206804,0.02495272786430816,0.024668355375029524,0.031886682467213136,0.02780635577464914,0.026086537488682702,0.027358650108590957,0.02825802658567784
x_max_absolute_value,0.030510151018951243,0.115724970021665,0.01871511899930001,0.029651515287661755,0.02610256187829173,0.031171661010651972,0.02420817503029439,0.034081026689268115,0.026036231353741758,0.027023709688465923,0.024743520724110384,0.02637526071049624,0.022029403885540408,0.026419511947836656,0.028429154790290935,0.0338379853272128,0.02467748913317332,0.027636804511872715,0.023028223450005582,0.02562801591318972,0.033026290661700056,0.0925325481487199,0.02532689454471556,0.03716413481157179,0.02595955116584973,0.02712897142694289,0.020557774358757004,0.03398755339831096,0.022612884271283162,0.02521250096861487,0.028909907373990608,0.02855356352742991,0.021434188814878415,0.025616645126186194,0.026344934462240004,0.026899065846485305,0.027642116584472846,0.026625120567194002,0.024513494149278597,0.028568170098122334,0.031021258426551717,0.08120288651203116,0.02259189646686579,0.03157597948099098,0.02856691209124442,0.03269404835992235,0.02544122640884122,0.02964254644480381,0.026934281558859928,0.02758710633839241,0.025036458861766385,0.027495862579997695,0.02520953193940449,0.02734675935599498,0.026104349361686773,0.031477618245044886,0.024619719815470672,0.02265161737906666,0.02376119954557957,0.025079801276126867,0.037580277534455,0.07230872123229481,0.03245973845941127,0.03702539485875605,0.02503270528351816,0.02306093700949157,0.03177694477273466,0.0327597859386173,0.02073209756120956,0.02627219015541006,0.023774522389491227,0.029413677218345917,0.02526439537057576,0.026482979427960424,0.029043662487740464,0.0241393260017242,0.026538539701839375,0.024497128392037847,0.024363828608183515,0.02106736931476029,0.035329795457010586,0.08092381648402679,0.02477780418746606,0.03147304895570311,0.02573401730977693,0.023077202334966556,0.025824942521114592,0.02729491330543155,0.022401221184063222,0.02551567505049634,0.024721795682504214,0.03239465468013567,0.02399390312595173,0.024757064190596437,0.02088027288909133,0.031374205255777526,0.026458212359148806,0.025027248279223764,0.023941899634992412,0.03010286643165094
