features,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,mean
z_average_absolute_value,0.029212754696126005,0.021873322472520558,0.01565255208178865,0.022290585354118944,0.02123251432184723,0.024600784080554657,0.03943863222207684,0.037776439573954546,0.013484286953273621,0.027462245617894326,0.021314498943971884,0.026568900689079064,0.03449862105148862,0.02209636098726711,0.02434427692257453,0.024309409121376337,0.027606407570160366,0.024788122556395228,0.028537729892106293,0.023415688270150756,0.03184886903856742,0.015171727211569796,0.020470869773699808,0.023267751837235243,0.021742904628448016,0.02998887917234133,0.03572500401937532,0.041262713178708686,0.014155164280590488,0.022423328258390163,0.02393429092890134,0.027325178083241305,0.04202383537869201,0.02816991792414587,0.025693283284698706,0.0280880991743633,0.03379148504333214,0.02495678909660821,0.026623483065728915,0.024787307715673036,0.03249737113094998,0.02011785669003008,0.019469798561113406,0.024919652636824514,0.02089537116937054,0.02694964855890825,0.03204964698726673,0.03899980984021257,0.012633905670940861,0.023902453949235587,0.02367254898603853,0.031816773442186676,0.03956927633998303,0.0277600639661574,0.02452197830725969,0.02274090053902514,0.03165116137605661,0.0246787660646423,0.028475665775831743,0.02348445667677983,0.033052847550372196,0.026110886997439384,0.011945528353133577,0.01864949372852087,0.021600279873254042,0.02805172610291103,0.032287610441336934,0.03344598499270909,0.013753637444834179,0.018048844858263465,0.020198614659208306,0.02828422261774674,0.039355038179843385,0.023540753942195965,0.02308938093674644,0.02538200215090123,0.025993889246860045,0.02256331685907076,0.02832384104769984,0.02455709504115458,0.0275681191878833,0.018731801994750108,0.012075052011248059,0.01903928922618974,0.0216990704632959,0.02823853461195682,0.031573314629084144,0.031808673537603374,0.012979977113957465,0.02044310226258203,0.023709408970388323,0.026707402522275877,0.03437976162339778,0.02381066710422374,0.025382621727997223,0.026475817176581276,0.03459635043587047,0.024248740117995445,0.029408967981842272,0.024565278563098144,0.02578439067428273
x_mean,0.027161944039973646,0.018649959518629855,0.029097498446594407,0.011338224110444073,0.020878998256799095,0.02977759354811336,0.03465205291673517,0.03392323268989399,0.01884073062696726,0.04161938969597616,0.018956661754453628,0.025036073661806046,0.030938771751235324,0.025087857004108184,0.024548820437027167,0.026742543727747134,0.034745323952938834,0.02619303180840556,0.025107900042206643,0.027243715499616888,0.022626487343132804,0.02383491774757207,0.027546439129712726,0.01398517688338361,0.02264627320466994,0.025573276027887188,0.03460740031493271,0.03028737914970297,0.018363642920870903,0.026387745326767315,0.01997986797474057,0.025222243513622643,0.03053337066316886,0.022407689615082504,0.02699339452955721,0.02758323649281278,0.039306645065965456,0.02376148012221965,0.029452524781393805,0.028395839619138327,0.027172871443990654,0.0220261531062986,0.025789958060195205,0.014761206700803418,0.02040504344053248,0.028606124376487657,0.03298005435166314,0.029709809832237307,0.01410152128828893,0.03190464276562232,0.019656121450967057,0.028861419072348203,0.031176477572567175,0.020679315071741818,0.024403449714597444,0.029426322679824996,0.033445612384662496,0.02731197401785976,0.02863566375369713,0.02649644366842169,0.026872136389650126,0.02321587030157675,0.01839126381814782,0.018181542277278622,0.022198506046117488,0.02761868416904096,0.031287245312466266,0.02486548483382902,0.015591058416991765,0.019292013585622908,0.019714388355297673,0.024481538642065644,0.030942760719648594,0.024541749775592293,0.02872048582088262,0.025571317508822244,0.03737103745657514,0.025403203543892472,0.024156755353216562,0.026910061272960917,0.03533333460165504,0.0264791644946675,0.03739914618369272,0.018090761707935308,0.02034547266282356,0.030790771585962946,0.031469457727265795,0.02376433096209073,0.016015396249606188,0.030715578723036648,0.02089863182220553,0.025509307600355274,0.033152538721019,0.02660575998394314,0.023339584554626893,0.030516475999230196,0.03280111826193757,0.02557484165384272,0.02586541746195992,0.027156185524849684,0.026047359187511967
z_max_value,0.024634194287278234,0.019215798551069984,0.027576577324690363,0.03996856419617559,0.020811471569299158,0.03491514327076522,0.02385246013810611,0.0381905254842988,0.01625825488589798,0.03467405584916204,0.017888898283125843,0.027900494442988363,0.023944657631891096,0.028898981094212663,0.027224499283525248,0.023262782482782237,0.021048171546921974,0.026461319765830514,0.02577321861398003,0.024854305499629515,0.028921575162679933,0.022991381843080715,0.01701604318001463,0.04631868354306535,0.019413858501349576,0.031064981607535725,0.023270511581472562,0.02080207018093934,0.01345331991160019,0.024099821277228168,0.01778606038513855,0.028720349973915493,0.022513562534698325,0.02455879183321286,0.026865598123453717,0.026317811231763508,0.02438028404068127,0.02976867151815442,0.033663546668421834,0.02774867305112287,0.02274593723808558,0.023017885062183753,0.021203582092382475,0.049359937985887656,0.01890586605441594,0.03528002728948977,0.026301826181692974,0.03370887787843663,0.011562018119977636,0.02727497559258342,0.020074612848561588,0.026060407364910797,0.02399892275840051,0.028206110526395753,0.026419179498279707,0.023524872713728905,0.023844982116324485,0.022659760849880924,0.03091268780273238,0.02593665554643159,0.021722032370895265,0.02648323800423149,0.008477834416150604,0.03972570392622776,0.018730395747930912,0.04484286138694598,0.02569364430272362,0.04483649175520138,0.013488780024019962,0.0223610377413762,0.019498187021798407,0.029348597154989064,0.025507975513029513,0.024885541159141905,0.027864293274675787,0.02402869664575746,0.024930762807858803,0.027042575743114382,0.03170077845846428,0.026015658613210837,0.024398765080345882,0.02432951518823784,0.030322109337425903,0.04669773680404757,0.021357284674661817,0.035003811003751384,0.022740929114038716,0.026624761614390265,0.01265081428401877,0.02679656451061571,0.018973885137856247,0.030300746979237903,0.024826190703573316,0.025724172576695195,0.026874142612466144,0.02264245230948964,0.021309122700030818,0.026171477761156345,0.031392323507630014,0.026203538507936396,0.026105545263472908
x_average_jerk,0.02738695473821194,0.024786802325539568,0.045831918217026146,0.01802415916515242,0.03407018708443476,0.020848247539580884,0.020118750843165546,0.023671420679298016,0.01620248682235341,0.01985331954696504,0.02094995493132565,0.023199329960117008,0.026018942482862628,0.024618780542967046,0.027438442717046173,0.0244476096935342,0.021390050514095225,0.03021584459975763,0.028810772618019283,0.02742361770551776,0.028376702056322377,0.029021598217339448,0.061747530651885985,0.016188968407471423,0.03722311947834543,0.024952891492762162,0.019925042623895564,0.026014400501383733,0.017486610646087152,0.020734539422843187,0.022443560896930198,0.024255297063098126,0.032869921597260966,0.02594267173953354,0.033704308076076245,0.027230525576503687,0.024846161123661205,0.026185840405304295,0.03222950746182899,0.03151375142666478,0.02967149114644467,0.030565097620134,0.04443898868355636,0.01736646009507837,0.03967669458726763,0.02093693563602943,0.019072891189047415,0.020363515127747603,0.016693838195646495,0.017154695315273853,0.02243291958255545,0.02551612040082039,0.028526864278439253,0.02959813574320815,0.03039155685943087,0.027183853100320125,0.02495890976455209,0.02829885769940848,0.025703239323506252,0.028179043995096173,0.024427673544038107,0.032333617233718664,0.05069532269995966,0.016915479106384308,0.03636842650945011,0.02324512459421282,0.01781915289294581,0.022485739636007192,0.015661767770474358,0.018633935971543315,0.01995871622336448,0.025196784021165854,0.02471267292480736,0.023816365642706314,0.025078286544518602,0.025947460538319898,0.02852907804589247,0.023926383101562476,0.02600965229939738,0.027158106577510454,0.024071026427964055,0.031151186627604074,0.06548814877260374,0.020516159199145224,0.03420768894205833,0.022371703979988552,0.023712605482515574,0.019271593650086436,0.012938076644597037,0.01747981913983203,0.020630250821001145,0.02363771771028269,0.025730793523709376,0.024497184022701304,0.02618617518457219,0.025596480604953436,0.02413236505078005,0.02489434257830726,0.024242050792636013,0.02773793440234825,0.02622343699371398
x_max_value,0.024973941596225062,0.021939494368974168,0.03943796868368923,0.022973201800006705,0.02268659467548605,0.02900879267797879,0.030901387977955223,0.022336449942707823,0.016425608519621823,0.03447140592233697,0.02328821420630029,0.026259307254959275,0.019518989290333667,0.02243716057629455,0.033224125701394,0.021649406949787134,0.020104339882766515,0.02289587954414256,0.0269860991206761,0.030218424368004267,0.02411045831825529,0.02037766770059946,0.028632744588328887,0.02130418048031747,0.022196304322299864,0.03446705708298368,0.032653531188205666,0.026440150371180228,0.01660219170629645,0.02464121758185213,0.025090763790201212,0.020816071987001274,0.026910988603569174,0.02324318445349999,0.03772272924098131,0.025753249809971446,0.031363168428469625,0.02706329253787142,0.03077659300087496,0.03160524956753142,0.035759085378526324,0.021219879394016917,0.029758240453451535,0.021024195117625294,0.02179413788307459,0.035133058307199046,0.036947032955865385,0.024824318640477076,0.014580741281807528,0.03015925307740795,0.02380751649701951,0.02655913857175407,0.02289630650096408,0.025302869350156566,0.031549728839971265,0.025003850674436966,0.028021127645441967,0.028829456548123602,0.027802362006439076,0.028827132030130844,0.026887847460803863,0.022873655912947943,0.039324883454856456,0.01614854037952561,0.023680212121850206,0.027304762598462824,0.0330771197394221,0.03420255327739334,0.015604889744684776,0.025070796628062456,0.02035370895776023,0.024659192912942572,0.02429679624680992,0.022140265341727278,0.033409310616055454,0.021172402165833586,0.030301426711123954,0.025493054422995976,0.02459653124116931,0.02696096409929129,0.03171824721410571,0.02032017835539069,0.026885345022585643,0.017013021351396335,0.02392972398643346,0.029439390937438997,0.030757535610079913,0.026241984166124638,0.015909384526197053,0.030175763680481697,0.023842828843834023,0.029984939579910913,0.02567911349598186,0.02608597965840025,0.02911056758856987,0.020076045995231877,0.028782902319874352,0.02756849155755938,0.02973598851238576,0.030874216931321082,0.026249975823408437
y_average_absolute_value,0.027662458564549887,0.018492239961627046,0.01500772962359821,0.04508932483381355,0.02040897518924246,0.02726064338998943,0.038778229660556364,0.016143196481159923,0.019414236781196866,0.03328417979120207,0.0228486171230447,0.021802059421535822,0.033496158066376534,0.030934353809207234,0.02827047346426609,0.025505718945772412,0.03427893483656918,0.030119297930500808,0.023307624954034108,0.023120855493262586,0.030406013643096745,0.022103110116930294,0.012613114287990246,0.03501579411564121,0.01970251941444522,0.027299311665549303,0.038223604677098615,0.01782689828586201,0.020677192329559592,0.023918322475970165,0.021812250353181673,0.03002793256906734,0.027857012400863863,0.02971590166322148,0.029985035108257837,0.023562143490083624,0.02755745491936407,0.03577138468829445,0.027789963098090426,0.02449599230767258,0.0279157614438541,0.017821443274598767,0.021811085509671434,0.05689915243872273,0.020799985029849175,0.028023866110799375,0.04281769040604768,0.018003168027754243,0.017352342622355466,0.019890469769326905,0.022217720843513956,0.027324159406731288,0.031212908212150746,0.028655125154625177,0.025677434101386436,0.025642580741059497,0.028569463603107907,0.028877194262607857,0.026629454006940768,0.0248402132253211,0.027904429972090136,0.023579154527139014,0.01855634737833396,0.05472445816279219,0.020971110775864166,0.025961764118521698,0.03536095220040285,0.01575219372392907,0.018427982819018637,0.02679689541859617,0.018259373430552575,0.026969863444915348,0.026850234099710425,0.03358318714727138,0.027711234698346052,0.021938094557093297,0.026592392589353264,0.0335086335098701,0.02578799391535209,0.025439647163625838,0.03101969862747138,0.01915462841344745,0.016402771645128832,0.029554435643626656,0.02199182152085219,0.027904427736263327,0.033216447773695694,0.01786934997236042,0.015432331167842667,0.02036813858303961,0.019962477951873794,0.02952810707242797,0.025819743715273104,0.0294968067303496,0.022989625421815894,0.022560498702206607,0.02975986813762832,0.02805427608481092,0.02696395852072788,0.024768545894126134,0.026300613810899178
z_mean,0.02416853362769754,0.017561520411366643,0.010074273327074593,0.025336120385863716,0.023261783743026013,0.04611875812157712,0.023668421283064206,0.04008079911769296,0.02030483859642107,0.03534103418689599,0.0214018265473198,0.029376299336441133,0.02712194941461191,0.03006506197782269,0.026687976758110046,0.028274073158545576,0.029402825417124502,0.021140427558958917,0.029283934845332014,0.024286486080483692,0.025090717990922357,0.017611942141791473,0.012488258405735635,0.02879947130251792,0.02132685665339886,0.0466082721927438,0.026420012106419234,0.04227033329097215,0.014687346260600673,0.02803762197932533,0.024283212792802402,0.034132343257761724,0.030072828708923856,0.026512466272553468,0.02808989388350624,0.028548828190984907,0.0264688553522176,0.024009656192182302,0.028677875228971052,0.026033152674425228,0.021601613374564246,0.017126480088799162,0.0079161533473069,0.02726499447043239,0.022323684909471668,0.04095435023518415,0.02387897071716957,0.039907426519033534,0.013499676509122347,0.03416764820105444,0.023003752448214447,0.02988647756853479,0.023083628589986697,0.0309476274679055,0.025921026213280622,0.02522207606194329,0.02799936567928447,0.02524051171793001,0.030529631239162525,0.026012496773130226,0.023790409168499282,0.023073948722018334,0.010188428602437339,0.02454575970175033,0.020533162380151813,0.04778722707410346,0.024523327255680225,0.03868371935748855,0.016368310210894424,0.025985598638637458,0.02012274430236892,0.030878546670399645,0.027197453687332226,0.03147125336021302,0.023557199543608673,0.026305455836624837,0.025714010602991236,0.025149928029514025,0.028448919942082054,0.026326025355542917,0.02817593277715154,0.02168526846201011,0.012878365596946878,0.0336151702189186,0.02312076261121887,0.04778539544809581,0.02363267659488536,0.03332397971166036,0.013865933521336953,0.02598143744169119,0.02198636150853311,0.028574092021719736,0.025820064224354056,0.029052478921561906,0.024961323367119048,0.02761103519836249,0.03184551020493591,0.023973781917462605,0.029628291286036026,0.02514474310476192,0.026429285134867992
z_median,0.02464957489741884,0.01597069722735105,0.009867525423066379,0.02594888677432577,0.02329052013311039,0.04907238228209075,0.028154558456093014,0.05379291041670666,0.020345447160115843,0.041744966115070656,0.021725855738488446,0.02970469590305827,0.0283800001412572,0.02812283716378854,0.028625023580230658,0.0278523329914387,0.023358129008202017,0.022036846678012045,0.03194589878739637,0.027131670246419888,0.027047539377126208,0.019860868961822837,0.009470378496539002,0.020062117076999997,0.02128007389110209,0.053478403300870656,0.03447720795284212,0.040429592826805055,0.014981319107641363,0.033144720064700414,0.023743870959694276,0.03153162022223343,0.023624584919330352,0.03150311999935864,0.025776968862905262,0.02874830497797723,0.02701730476678856,0.02537221248202225,0.03149119529593403,0.025912756779929432,0.023050426909849184,0.017831705237722567,0.010511650679029228,0.02349296266427684,0.020381012491685016,0.047464191596794374,0.029739841659761894,0.04129866596192484,0.013504031654545582,0.03102420577646165,0.02114955877289076,0.03073038144720071,0.03420905225210917,0.02490745329888953,0.025692224270355616,0.026283156259493345,0.024704157260726098,0.02198609544835895,0.03167169203123559,0.026553081171491345,0.02532001495980007,0.019066462055039368,0.006597776345372091,0.022016635607871968,0.020682103814258404,0.04464521690344186,0.025013296455837733,0.040667186287502356,0.014857875907598784,0.023333734366914646,0.019109172128160348,0.03136474628313407,0.027599010981617385,0.02617298129397614,0.02529955427526694,0.02560219344625387,0.026775356693058718,0.0245866438174116,0.0345716869787416,0.02941846872881972,0.02758826411450973,0.019559972079358938,0.0080129261661989,0.023807148643055807,0.020562986814527773,0.04279271859047059,0.030733929302476606,0.03183316719501773,0.012760012334701858,0.03370326250241882,0.019848686134447197,0.033116864812391504,0.026814663275158083,0.02770284249171433,0.024260619146970894,0.027186110038011507,0.02810490150170415,0.023095242914031245,0.03195584773347714,0.026169688148438418,0.026691704375602265
Upstairs_AP,0.0531865327802624,0.044900677697006876,0.011767036171402661,0.013084735336555431,0.02948430513887189,0.02904812246202652,0.021169174640981246,0.026945592297433412,0.03224747808464177,0.04609963814766409,0.032265421005074714,0.02037577499910312,0.017862580909867695,0.023050756089012574,0.02492985268691531,0.021448763927305416,0.024850249654204366,0.022696457208767506,0.024152512474576206,0.021432704245043385,0.0539973090400074,0.04187441720730947,0.011663699662598876,0.014863160626846294,0.029417662661436438,0.02798477959888685,0.015569025140771858,0.029917964372552307,0.033649378162403196,0.038121091328469976,0.03583427940378458,0.02288129376141791,0.018869537884652496,0.030298402494337875,0.024749588809992548,0.01709284784716622,0.022409650649994547,0.02762994228669875,0.020572547135749866,0.022645310055703468,0.045986189007215426,0.049785744628028164,0.007792095255529034,0.019140539936913743,0.03215669614307266,0.029249237502655553,0.01620377937044555,0.03078529119647514,0.014162694332847316,0.041213240369312044,0.0319007649324698,0.022444884959277545,0.022052059921947254,0.02526228677713734,0.024782970215401937,0.01949217013759471,0.022828266902218522,0.02598984821373721,0.022834591478924145,0.02250755706254661,0.04662329352631343,0.044928196335287,0.009317029444142255,0.018694436267911157,0.035143166654466255,0.024974482997083606,0.019742583046513183,0.03511884337993098,0.030705624223745474,0.030872770172240882,0.045994635531154814,0.02074356877822711,0.01960089662160988,0.024118443487490003,0.024439316844903556,0.017452241923999336,0.02953243591302646,0.030047227777021943,0.021550291242520316,0.023068915959696745,0.05144654026959262,0.05045362309754449,0.01564932448733662,0.017823325741385284,0.03660612865021759,0.030437783393701404,0.021076699983745804,0.03612541591897413,0.02783780688562623,0.03499839982544933,0.03897095439628369,0.02176015805744926,0.01887290624184156,0.02399112476077919,0.022669029794895407,0.016103552063343685,0.017659621213892054,0.027216606665270572,0.02213692967089035,0.022688465816609424,0.027148039594933615
x_average_absolute_value,0.02536285690653096,0.02257243217214846,0.027771591610635145,0.030519994441432295,0.024563422315171182,0.03400159844248049,0.041665917052934445,0.023415618919995454,0.022912477565653233,0.037756729714595524,0.023857595342066756,0.031797661808168204,0.03244542252789082,0.025413206854738326,0.026508804178454994,0.024671263465648994,0.03989242871697331,0.03118293811586591,0.03217407169026283,0.024910217109262545,0.02596381148231723,0.023416135323530252,0.022421130249967777,0.03074352862892192,0.029796423362025194,0.03600555296499767,0.037461086998544814,0.022929518172296368,0.026951114681586934,0.031311134994899036,0.023744624682437366,0.030062221930632717,0.02942779346648889,0.02506054963419169,0.025991063073643607,0.024180417260387922,0.03916856623008862,0.031861519763399515,0.03416486696397022,0.02370016597490346,0.02766890343228977,0.019208660569662247,0.03503144063446443,0.028063720892539425,0.022794953171777776,0.03206765244502888,0.03956692583609257,0.024697562263371754,0.01817665456438058,0.027986739641098934,0.02479366401373729,0.031249773900825964,0.03828120890297571,0.026537539930433098,0.028587332496610714,0.02574009458446042,0.045573291610397276,0.03274329502435136,0.03138022077215122,0.02328234064967047,0.025322347330620377,0.025404662133323295,0.020758172708741092,0.03373170843200551,0.027455070810907194,0.03716060414608506,0.034535194933075164,0.024419449219567877,0.022771529931471277,0.0229339784685037,0.02404056454878936,0.02878934782013351,0.03461687051254694,0.025257208725295906,0.030078977415836865,0.025504274110760557,0.03997689701928722,0.030794097657808526,0.03295488919732259,0.022758920526351135,0.030944823057770323,0.02292053173614987,0.026448836713713047,0.028276671073901846,0.02484036338823262,0.03276869975377016,0.04478264906163108,0.025990307132800344,0.021411743885351796,0.030591550564129835,0.025526705363725782,0.032244039524070914,0.04217574107550919,0.02714755005093249,0.030996375642756,0.026369615366123256,0.047756969065696424,0.035012375505139776,0.03423091769374043,0.026625848458770057,0.02927516529888809
x_std_dev,0.02971015648567873,0.022725943560723057,0.09722523240449585,0.01727518632073865,0.03144868684601614,0.02094635307664049,0.02213940314077603,0.02678777572222855,0.015768411045743388,0.024268190339138167,0.023702826546175237,0.03281744922082187,0.027238809071112327,0.03550802881114803,0.030746166513113158,0.027836545932449705,0.030533221748987267,0.027387444144249453,0.028396194172535312,0.03421154756839565,0.026426240034189637,0.025083843929242712,0.12120170037435658,0.015205414576260012,0.03454532346589831,0.017758604090491997,0.021002896640360452,0.032118041229722685,0.01625800118231742,0.02206516198999767,0.0250311039975685,0.028494930077906763,0.02407738223101629,0.03403747040218854,0.0311395792942975,0.03169939804636063,0.03501055491452101,0.026727561274641633,0.025561172054256905,0.03182320324371162,0.024069698470185884,0.025778689565176035,0.08968991254948357,0.01639488674528203,0.03293642514646993,0.020654541784792712,0.021879402624242997,0.020112376815214605,0.015713217868171734,0.018572260227255964,0.023787456452442384,0.026072842793289704,0.02629463395476097,0.029487694320379777,0.03431149374911667,0.02789564443880341,0.030504424705291817,0.02318320543892656,0.02786948289846222,0.031202117270786433,0.028979881015033616,0.02706076064205418,0.09068549306149232,0.01697506390685183,0.03573133357969469,0.020986154587107567,0.024506648435162526,0.026144353108102772,0.017339731517680486,0.017214252589071295,0.02405944173488666,0.025360767717558675,0.025438974062299995,0.03186334416246424,0.03481873421134631,0.02674406227236814,0.023240849433980616,0.023265039627968647,0.02615336670187903,0.03252947737736171,0.029315568941806095,0.026428412855406754,0.06601084903135337,0.0174120384772444,0.035062004391337866,0.019053072114058812,0.022052488772847042,0.02082498786312524,0.018957274208319008,0.02020069712917187,0.025694057343690756,0.0275858296254466,0.028935897417198757,0.03091818034962365,0.031993007965864725,0.02729524944437373,0.02580432698882672,0.024621743650922016,0.023803445759829484,0.02993458134740548,0.029293530069612276
x_max_absolute_value,0.02040277841607241,0.03667909977221101,0.10651656890830549,0.021745347698426298,0.02734710265190123,0.03060974410289248,0.02695104389287455,0.02889647351656822,0.034750879695428394,0.024675929792737774,0.026573048287812297,0.02698476742002379,0.03286465316017856,0.0206333494724697,0.02544609370884838,0.02786919430895959,0.03250575258022473,0.030955626073771392,0.029654216679433798,0.024436334690375244,0.026924339076624018,0.037608570607286854,0.12324881776253939,0.024053351289989765,0.03315266704846013,0.028441921472153603,0.02562543896662353,0.02557064732647042,0.038283072648007094,0.02610656068567571,0.027771034902203614,0.028749512181710703,0.03596480558506547,0.023803961338010923,0.026435512910194935,0.027405509711901543,0.02883130179618332,0.02992479989188615,0.028278618347340245,0.025980835056440558,0.02337235288738928,0.032071986357677364,0.1084701345908711,0.02026965710741273,0.027331901038152744,0.03037817328048762,0.034688729506404295,0.02833359434684689,0.025628875598774265,0.027145407665575234,0.0268415280817075,0.02853863646410607,0.02960932153564222,0.02573413422919053,0.03314855947691663,0.025450734195666354,0.029978262599601395,0.02590577569864024,0.028979407112597288,0.024683624379748068,0.02976190396418361,0.03294446492627692,0.08506307341936675,0.035757048375645244,0.031008395451081534,0.027249014247272857,0.02425762518515362,0.031308740018370834,0.03197484287233211,0.027421843213683815,0.027452730465330588,0.028232050615417,0.030174891402231792,0.02244253683000528,0.028586895089771015,0.025597171661575397,0.023665584533473626,0.028703888794661195,0.030157900272252024,0.024199054707536017,0.02249842057715339,0.03532827222634729,0.08069572088384325,0.025627082206255536,0.03001238651106042,0.028450981895655935,0.02427862709198255,0.02698686222673696,0.036215428177615576,0.023080292137938035,0.03168005864089811,0.02885220714072074,0.039533694263829716,0.022242342749000332,0.02680860131644568,0.024456865194926968,0.031135099760151632,0.03111534191149039,0.028041933181010045,0.024457097076278838,0.031926770508026545
