start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height
776.0,777.0,204.663,110.878,0.252,0.037,494.944,101.091,3160.271,1.292,0.104,9.589,103.0,93.0,0.0,2.0,1151.442,-1029.327,60.0,3.463,25.291
777.0,778.0,204.489,111.143,0.019,0.018,493.436,98.23,3162.877,0.227,0.202,0.068,103.0,99.0,0.0,0.0,1152.383,-1097.078,60.0,0.025,0.024
778.0,779.0,203.97,111.246,0.533,0.219,488.848,97.34,3170.58,4.505,2.702,9.144,103.0,102.333,0.0,0.943,1155.165,-1136.865,60.0,3.303,9.003
780.0,781.0,204.674,111.801,0.021,0.077,493.763,90.625,3151.898,0.355,0.871,0.793,101.0,103.0,0.0,0.0,1126.523,-1137.477,60.0,0.281,0.286
781.0,782.0,205.272,111.995,0.0,0.0,500.951,88.574,3155.496,0.0,0.0,0.0,101.0,103.0,0.0,0.0,1127.797,-1138.776,60.0,0.0,0.0
782.0,783.0,204.544,111.566,0.613,0.397,494.57,93.663,3166.387,5.062,4.751,11.352,101.0,102.5,0.0,0.866,1131.654,-1137.072,60.0,4.021,5.728
784.0,785.0,207.278,113.227,0.09,0.605,512.689,73.482,3092.44,1.792,6.954,16.685,111.0,95.0,2.0,4.0,1214.841,-1029.903,60.0,15.404,48.935
785.0,786.0,200.474,111.369,0.0,0.0,447.771,95.489,3154.879,0.0,0.0,0.0,87.0,97.0,0.0,0.0,971.222,-1071.544,60.0,0.0,0.0
786.0,787.0,202.151,112.2,1.401,0.4,462.304,85.561,3127.901,14.588,4.602,8.847,88.333,95.8,6.353,0.98,977.668,-1049.35,60.0,69.064,12.709
787.0,788.0,206.542,112.177,0.329,0.251,505.925,85.038,3099.817,4.989,2.941,9.13,102.0,93.667,1.0,0.943,1119.082,-1016.977,60.0,14.108,11.612
788.0,789.0,205.681,112.48,0.205,0.203,494.63,81.429,3087.84,2.239,2.206,1.039,101.0,92.913,0.0,0.408,1103.835,-1004.917,60.0,0.368,4.439
789.0,790.0,205.817,112.06,0.152,0.135,497.178,86.161,3094.5,1.414,1.526,2.564,99.4,94.6,0.8,0.8,1088.658,-1025.221,60.0,8.077,9.269
790.0,791.0,205.952,112.023,0.181,0.16,499.447,86.702,3099.461,1.911,1.737,0.723,101.667,94.667,1.491,0.745,1115.267,-1027.507,60.0,16.386,8.051
791.0,792.0,204.569,111.777,1.179,0.201,485.667,89.616,3107.713,11.626,2.308,8.273,97.6,94.0,3.904,1.0,1073.361,-1023.082,60.0,40.397,11.281
792.0,793.0,201.5,111.949,0.704,0.204,456.863,88.629,3139.451,6.819,2.083,8.394,85.364,96.455,3.796,0.891,948.23,-1060.328,60.0,39.881,11.873
793.0,794.0,201.169,112.432,0.072,0.116,455.1,83.656,3152.415,0.888,1.298,0.733,81.0,96.0,0.0,1.0,903.512,-1059.754,60.0,0.208,10.709
794.0,795.0,201.224,112.289,0.075,0.116,455.71,85.238,3152.423,0.742,1.304,1.306,81.0,96.8,0.0,0.6,903.514,-1068.52,60.0,0.371,6.846
795.0,796.0,201.14,112.536,0.062,0.096,454.851,82.52,3152.918,0.733,1.06,0.709,81.0,95.0,0.0,0.0,903.655,-1048.974,60.0,0.201,0.236
796.0,797.0,201.21,112.531,0.04,0.014,455.489,82.556,3151.988,0.521,0.159,0.554,81.0,95.0,0.0,0.0,903.391,-1048.665,60.0,0.157,0.184
797.0,798.0,201.238,112.409,0.066,0.076,455.948,83.934,3153.014,0.73,0.839,0.459,81.0,95.0,0.0,0.0,903.683,-1049.007,60.0,0.131,0.153
798.0,799.0,201.202,112.468,0.075,0.147,455.378,83.25,3151.785,0.878,1.638,0.567,81.0,95.0,0.0,0.0,903.333,-1048.597,60.0,0.161,0.189
799.0,800.0,201.065,112.452,0.162,0.08,453.628,83.378,3150.148,1.895,0.893,1.212,80.556,96.111,0.831,0.994,897.913,-1060.254,60.0,9.399,10.76
800.0,801.0,201.271,112.312,0.065,0.126,455.892,84.926,3150.108,0.762,1.41,1.098,81.0,96.5,0.0,0.866,902.857,-1064.45,60.0,0.312,9.504
801.0,802.0,201.298,112.014,0.064,0.293,456.674,88.311,3153.46,0.868,3.294,1.945,81.0,97.0,0.0,0.0,903.809,-1071.061,60.0,0.552,0.662
802.0,803.0,201.161,111.891,0.068,0.11,455.561,89.752,3156.202,0.794,1.235,0.828,81.0,96.2,0.0,0.98,904.588,-1063.224,60.0,0.235,10.841
803.0,804.0,201.117,111.925,0.164,0.167,454.987,89.356,3155.604,1.875,1.862,0.864,81.0,96.333,0.0,0.943,904.418,-1064.484,60.0,0.245,10.462
804.0,805.0,200.939,111.977,0.092,0.132,453.071,88.793,3156.006,1.02,1.469,1.01,79.222,95.889,0.629,0.994,884.67,-1059.747,60.0,6.903,10.885
805.0,806.0,200.934,111.991,0.055,0.27,453.258,88.683,3157.645,0.626,3.021,1.252,79.0,97.0,0.0,0.0,882.642,-1072.484,60.0,0.347,0.426
806.0,807.0,201.018,112.318,0.076,0.065,453.872,84.998,3155.487,0.825,0.711,0.439,79.0,97.0,0.0,0.0,882.044,-1071.75,60.0,0.122,0.149
807.0,808.0,201.044,112.211,0.043,0.107,454.231,86.197,3155.969,0.469,1.195,0.623,79.0,97.0,0.0,0.0,882.178,-1071.914,60.0,0.173,0.212
808.0,809.0,201.024,112.267,0.041,0.119,453.945,85.565,3155.544,0.495,1.331,0.988,79.0,97.0,0.0,0.0,882.06,-1071.77,60.0,0.274,0.336
809.0,810.0,200.995,112.377,0.06,0.089,453.478,84.326,3154.497,0.544,0.996,1.19,79.0,97.0,0.0,0.0,881.77,-1071.414,60.0,0.33,0.405
810.0,811.0,201.008,112.292,0.041,0.055,453.797,85.294,3155.687,0.406,0.605,0.628,79.0,97.0,0.0,0.0,882.1,-1071.819,60.0,0.174,0.214
811.0,812.0,201.036,112.284,0.059,0.095,454.105,85.383,3155.733,0.596,1.038,0.832,79.0,97.0,0.0,0.0,882.112,-1071.834,60.0,0.23,0.283
812.0,813.0,201.007,112.281,0.045,0.067,453.901,85.435,3156.488,0.425,0.756,1.073,79.0,97.0,0.0,0.0,882.321,-1072.091,60.0,0.297,0.365
813.0,814.0,201.018,112.348,0.059,0.124,453.923,84.685,3155.86,0.673,1.388,0.772,79.0,97.0,0.0,0.0,882.147,-1071.877,60.0,0.214,0.263
814.0,815.0,201.001,112.273,0.069,0.105,453.724,85.511,3155.758,0.822,1.17,1.023,79.0,97.0,0.0,0.0,882.119,-1071.842,60.0,0.283,0.348
815.0,816.0,201.073,112.497,0.09,0.072,453.942,82.92,3151.728,0.953,0.792,0.704,80.5,96.833,0.866,0.553,897.738,-1068.647,60.0,9.569,6.06
816.0,817.0,201.236,112.558,0.233,0.139,455.381,82.187,3149.232,2.168,1.52,2.925,81.933,96.733,1.236,0.68,913.003,-1066.712,60.0,13.073,8.36
817.0,818.0,201.916,113.052,0.164,0.1,459.528,76.172,3126.375,0.866,1.111,7.2,87.0,93.364,0.0,0.771,962.526,-1022.4,60.0,2.197,8.423
818.0,819.0,203.576,113.269,1.032,0.25,471.203,72.792,3083.941,9.393,2.657,12.964,96.077,99.308,5.69,2.053,1048.442,-1073.233,60.0,58.002,19.775
819.0,820.0,214.222,115.197,0.398,0.383,577.516,51.163,3037.349,3.937,4.109,1.865,112.75,86.25,0.661,1.392,1212.336,-918.207,60.0,6.938,15.158
820.0,821.0,214.542,115.831,0.149,0.19,580.369,44.36,3034.47,1.49,2.03,0.938,112.067,83.667,0.998,0.943,1203.858,-890.111,60.0,10.915,9.957
821.0,822.0,213.164,114.217,1.145,1.159,568.966,61.961,3052.267,9.498,12.717,15.56,112.125,88.25,3.16,3.152,1211.404,-944.061,60.0,31.973,37.789
822.0,823.0,200.673,112.094,0.609,0.151,445.401,86.585,3123.006,5.199,1.751,10.226,85.0,94.111,0.0,0.994,939.385,-1029.209,60.0,3.048,13.708
823.0,824.0,199.643,111.782,0.259,0.234,439.635,91.144,3162.554,2.533,2.739,9.886,85.0,96.125,0.0,1.409,951.173,-1064.658,60.0,2.947,16.661
824.0,825.0,196.857,111.976,1.654,1.618,399.857,87.133,3093.037,20.298,18.011,19.793,76.0,94.0,5.745,2.903,832.233,-1018.369,60.0,67.755,36.839
825.0,826.0,192.074,117.284,1.802,2.138,339.808,29.0,3019.409,22.908,23.072,32.913,72.368,80.263,2.253,3.905,772.693,-850.034,60.0,20.27,50.323
826.0,827.0,199.443,112.197,1.016,0.764,435.047,86.085,3145.042,12.823,8.71,12.488,80.2,92.6,1.833,1.2,892.586,-1019.802,60.0,23.562,16.644
827.0,828.0,200.266,111.943,0.108,0.197,446.44,89.326,3161.802,1.188,2.181,1.443,81.0,93.0,0.0,0.0,906.179,-1029.549,60.0,0.41,0.47
828.0,829.0,199.708,112.433,0.493,0.45,438.008,83.48,3145.529,6.694,5.228,10.385,81.0,92.818,0.0,1.029,901.556,-1022.297,60.0,2.95,12.034
829.0,830.0,199.099,112.954,0.062,0.193,432.065,77.86,3151.31,0.775,2.11,1.978,81.0,92.875,0.0,0.857,903.198,-1024.838,60.0,0.562,9.476
830.0,831.0,199.049,113.123,0.081,0.166,431.516,75.993,3151.286,0.844,1.833,1.312,81.0,93.375,0.0,1.053,903.192,-1030.618,60.0,0.373,11.608
831.0,832.0,199.217,113.021,0.074,0.116,433.797,77.203,3154.412,0.849,1.291,1.151,81.0,94.778,0.0,0.629,904.08,-1047.037,60.0,0.327,6.859
832.0,833.0,199.201,113.086,0.051,0.053,433.595,76.476,3154.242,0.55,0.593,0.643,81.0,94.846,0.0,0.533,904.031,-1047.698,60.0,0.183,5.937
833.0,834.0,199.172,113.115,0.066,0.119,433.086,76.12,3152.847,0.937,1.353,2.992,81.0,94.8,0.0,0.6,903.635,-1046.763,60.0,0.85,7.037
834.0,835.0,199.193,113.128,0.078,0.176,433.074,75.934,3151.074,0.978,1.96,1.333,81.0,95.0,0.0,0.0,903.131,-1048.36,60.0,0.378,0.444
835.0,836.0,199.198,113.092,0.064,0.148,433.54,76.409,3154.056,0.683,1.627,0.914,81.0,95.0,0.0,0.0,903.979,-1049.354,60.0,0.26,0.304
836.0,837.0,199.195,113.092,0.076,0.116,433.526,76.409,3154.224,0.79,1.314,1.605,81.0,94.429,0.0,0.904,904.026,-1043.148,60.0,0.456,9.822
837.0,838.0,199.233,113.087,0.037,0.146,433.86,76.444,3153.612,0.469,1.619,1.059,81.0,95.0,0.0,0.0,903.852,-1049.206,60.0,0.301,0.353
838.0,839.0,199.241,112.996,0.0,0.0,433.848,77.437,3152.827,0.0,0.0,0.0,81.0,95.0,0.0,0.0,903.629,-1048.944,60.0,0.0,0.0
839.0,840.0,199.356,112.963,0.0,0.0,435.756,77.91,3157.443,0.0,0.0,0.0,81.0,95.0,0.0,0.0,904.94,-1050.482,60.0,0.0,0.0
840.0,841.0,199.448,112.87,0.0,0.0,436.646,78.92,3156.552,0.0,0.0,0.0,81.0,95.0,0.0,0.0,904.688,-1050.185,60.0,0.0,0.0
841.0,842.0,199.364,112.828,0.0,0.0,435.573,79.364,3155.519,0.0,0.0,0.0,81.0,97.0,0.0,0.0,904.394,-1071.761,60.0,0.0,0.0
842.0,843.0,199.33,113.212,0.0,0.0,435.46,75.153,3157.417,0.0,0.0,0.0,81.0,95.0,0.0,0.0,904.933,-1050.473,60.0,0.0,0.0
843.0,844.0,199.359,113.029,0.0,0.0,435.929,77.208,3158.487,0.0,0.0,0.0,81.0,95.0,0.0,0.0,905.237,-1050.83,60.0,0.0,0.0
844.0,845.0,199.356,113.091,0.0,0.0,435.561,76.463,3156.062,0.0,0.0,0.0,81.0,95.0,0.0,0.0,904.548,-1050.022,60.0,0.0,0.0
845.0,846.0,199.37,112.859,0.0,0.0,435.921,79.07,3157.498,0.0,0.0,0.0,81.0,95.0,0.0,0.0,904.956,-1050.5,60.0,0.0,0.0
847.0,848.0,199.334,113.167,0.062,0.171,435.327,75.624,3156.13,0.607,1.875,0.537,81.0,96.0,0.0,1.0,904.567,-1061.005,60.0,0.153,10.781
850.0,851.0,199.736,112.922,0.0,0.0,439.507,78.286,3154.208,0.0,0.0,0.0,81.0,97.0,0.0,0.0,904.022,-1071.315,60.0,0.0,0.0
851.0,852.0,199.803,112.713,0.0,0.0,441.178,80.765,3160.87,0.0,0.0,0.0,81.0,97.0,0.0,0.0,905.914,-1073.581,60.0,0.0,0.0
853.0,854.0,199.616,113.452,0.0,0.0,438.524,72.486,3156.69,0.0,0.0,0.0,81.0,97.0,0.0,0.0,904.727,-1072.16,60.0,0.0,0.0
854.0,855.0,195.846,112.815,0.0,0.0,394.595,79.097,3139.174,0.0,0.0,0.0,71.0,95.0,0.0,0.0,788.619,-1044.396,60.0,0.0,0.0
856.0,857.0,182.964,119.907,0.0,0.0,244.622,0.985,3037.737,0.0,0.0,0.0,81.0,77.0,0.0,0.0,866.731,-820.756,60.0,0.0,0.0
857.0,858.0,201.345,111.767,0.0,0.0,456.239,90.851,3146.831,0.0,0.0,0.0,75.0,93.0,0.0,0.0,836.348,-1025.087,60.0,0.0,0.0
861.0,862.0,202.529,111.521,0.0,0.0,469.253,93.558,3146.502,0.0,0.0,0.0,73.0,93.0,0.0,0.0,813.984,-1024.98,60.0,0.0,0.0
862.0,863.0,202.538,110.965,0.0,0.0,467.615,99.322,3134.865,0.0,0.0,0.0,73.0,95.0,0.0,0.0,811.005,-1042.96,60.0,0.0,0.0
864.0,865.0,202.468,111.514,0.0,0.0,466.929,93.304,3135.416,0.0,0.0,0.0,73.0,95.0,0.0,0.0,811.146,-1043.144,60.0,0.0,0.0
866.0,867.0,202.702,111.533,0.336,0.271,469.902,93.172,3138.059,4.096,3.055,3.042,73.0,94.5,0.0,0.866,811.823,-1038.467,60.0,0.779,9.407
867.0,868.0,202.637,111.89,0.0,0.0,468.938,89.198,3136.441,0.0,0.0,0.0,73.0,93.0,0.0,0.0,811.408,-1021.699,60.0,0.0,0.0
869.0,870.0,202.511,111.493,0.043,0.098,467.492,93.556,3136.035,0.629,1.111,1.034,73.0,95.0,0.0,0.0,811.305,-1043.35,60.0,0.265,0.344
871.0,872.0,202.982,111.394,0.0,0.0,472.154,94.536,3132.61,0.0,0.0,0.0,73.0,95.0,0.0,0.0,810.428,-1042.209,60.0,0.0,0.0
875.0,876.0,203.373,111.457,0.0,0.0,476.891,93.935,3135.501,0.0,0.0,0.0,73.0,95.0,0.0,0.0,811.168,-1043.172,60.0,0.0,0.0
880.0,881.0,204.595,111.916,0.0,0.0,488.806,88.604,3125.747,0.0,0.0,0.0,63.0,95.0,0.0,0.0,700.113,-1039.923,60.0,0.0,0.0
882.0,883.0,204.946,111.421,0.0,0.0,492.979,94.099,3127.844,0.0,0.0,0.0,61.0,95.0,0.0,0.0,678.85,-1040.621,60.0,0.0,0.0
885.0,886.0,204.794,111.507,0.0,0.0,491.062,93.102,3126.267,0.0,0.0,0.0,61.0,95.0,0.0,0.0,678.513,-1040.096,60.0,0.0,0.0
888.0,889.0,204.426,111.283,0.0,0.0,487.212,95.595,3127.407,0.0,0.0,0.0,63.0,93.0,0.0,0.0,700.48,-1018.332,60.0,0.0,0.0
889.0,890.0,204.854,111.575,0.096,0.093,491.195,92.259,3122.872,1.097,1.023,1.126,61.0,93.5,0.0,0.866,677.787,-1022.381,60.0,0.241,9.614
890.0,891.0,204.811,111.79,0.0,0.0,491.362,90.026,3126.989,0.0,0.0,0.0,61.0,95.0,0.0,0.0,678.667,-1040.337,60.0,0.0,0.0
891.0,892.0,204.859,111.327,0.0,0.0,491.708,95.067,3125.849,0.0,0.0,0.0,61.0,95.0,0.0,0.0,678.424,-1039.957,60.0,0.0,0.0
893.0,894.0,204.856,111.492,0.109,0.16,491.099,93.147,3122.162,0.638,1.858,3.52,61.0,95.0,0.0,0.0,677.635,-1038.729,60.0,0.753,1.172
895.0,896.0,205.068,111.449,0.51,0.016,494.751,93.867,3130.517,6.413,0.023,5.148,61.0,95.0,0.0,0.0,679.422,-1041.512,60.0,1.101,1.715
896.0,897.0,205.119,111.577,0.0,0.0,494.961,92.405,3128.331,0.0,0.0,0.0,63.0,95.0,0.0,0.0,700.684,-1040.784,60.0,0.0,0.0
898.0,899.0,204.857,111.527,0.085,0.184,491.919,92.92,3127.314,0.938,2.02,0.766,61.0,94.333,0.0,0.943,678.737,-1033.064,60.0,0.164,10.476
899.0,900.0,204.637,111.607,0.033,0.116,489.356,92.018,3126.367,0.286,1.291,0.468,61.0,95.0,0.0,0.0,678.534,-1040.13,60.0,0.1,0.156
901.0,902.0,204.887,111.765,0.0,0.0,491.903,90.244,3125.11,0.0,0.0,0.0,61.0,95.0,0.0,0.0,678.266,-1039.711,60.0,0.0,0.0
902.0,903.0,204.517,111.717,0.146,0.018,486.036,90.433,3113.477,1.608,0.198,0.086,62.0,95.0,1.0,0.0,686.59,-1035.835,60.0,10.831,0.029
905.0,906.0,204.594,111.775,0.0,0.0,485.684,89.578,3105.881,0.0,0.0,0.0,63.0,95.0,0.0,0.0,696.145,-1033.305,60.0,0.0,0.0
908.0,909.0,190.936,113.303,3.112,1.07,331.664,71.884,3051.307,39.778,12.856,59.783,69.0,88.0,4.0,3.0,745.129,-941.169,60.0,57.686,50.233
909.0,910.0,196.724,113.23,0.0,0.0,407.219,75.075,3162.187,0.0,0.0,0.0,79.0,95.0,0.0,0.0,883.058,-1052.062,60.0,0.0,0.0
911.0,912.0,196.78,113.361,0.0,0.0,407.16,73.491,3156.902,0.0,0.0,0.0,79.0,95.0,0.0,0.0,881.594,-1050.302,60.0,0.0,0.0
916.0,917.0,196.848,113.649,0.0,0.0,408.4,70.394,3160.626,0.0,0.0,0.0,79.0,95.0,0.0,0.0,882.626,-1051.543,60.0,0.0,0.0
917.0,918.0,196.96,113.46,0.048,0.074,409.463,72.455,3159.251,0.596,0.835,0.553,79.0,95.0,0.0,0.0,882.245,-1051.084,60.0,0.153,0.184
919.0,920.0,197.053,113.231,0.0,0.0,410.719,75.029,3161.042,0.0,0.0,0.0,79.0,93.0,0.0,0.0,882.741,-1029.301,60.0,0.0,0.0
920.0,921.0,196.849,113.318,0.0,0.0,408.539,74.083,3161.651,0.0,0.0,0.0,79.0,91.0,0.0,0.0,882.91,-1007.537,60.0,0.0,0.0
921.0,922.0,196.923,113.257,0.025,0.035,409.154,74.727,3160.094,0.206,0.38,0.503,79.0,94.0,0.0,1.0,882.479,-1040.391,60.0,0.139,11.142
922.0,923.0,196.952,113.435,0.06,0.088,409.43,72.741,3159.684,0.671,0.986,1.049,79.0,93.667,0.0,0.943,882.365,-1036.596,60.0,0.291,10.367
923.0,924.0,196.934,113.221,0.0,0.0,409.339,75.131,3160.543,0.0,0.0,0.0,79.0,95.0,0.0,0.0,882.603,-1051.515,60.0,0.0,0.0
924.0,925.0,196.825,113.578,0.0,0.0,408.236,71.198,3161.396,0.0,0.0,0.0,79.0,93.0,0.0,0.0,882.84,-1029.837,60.0,0.0,0.0
928.0,929.0,195.644,112.712,1.183,0.588,384.013,78.502,3072.764,11.041,5.939,14.205,76.667,97.667,5.217,1.886,833.636,-1051.565,60.0,58.872,24.06
934.0,935.0,199.269,112.688,0.0,0.0,433.937,80.797,3151.218,0.0,0.0,0.0,63.0,95.0,0.0,0.0,704.478,-1048.408,60.0,0.0,0.0
947.0,948.0,199.377,112.907,0.0,0.0,435.705,78.48,3155.37,0.0,0.0,0.0,63.0,95.0,0.0,0.0,705.395,-1049.791,60.0,0.0,0.0
950.0,951.0,199.413,112.668,0.0,0.0,436.155,81.137,3155.755,0.0,0.0,0.0,63.0,95.0,0.0,0.0,705.48,-1049.92,60.0,0.0,0.0
954.0,955.0,181.211,90.083,0.0,0.0,199.146,280.894,2677.463,0.0,0.0,0.0,69.0,141.0,0.0,0.0,652.994,-1318.059,60.0,0.0,0.0
955.0,956.0,193.475,98.205,1.025,1.815,284.036,185.149,2418.03,15.096,19.561,54.572,44.0,162.0,3.0,3.0,381.024,-1369.062,60.0,33.963,5.248
956.0,957.0,192.345,99.455,0.0,0.0,263.067,167.097,2319.36,0.0,0.0,0.0,43.0,165.0,0.0,0.0,356.777,-1338.3,60.0,0.0,0.0
957.0,958.0,194.146,99.383,0.0,0.0,277.061,167.286,2313.869,0.0,0.0,0.0,49.0,165.0,0.0,0.0,405.685,-1335.123,60.0,0.0,0.0
959.0,960.0,241.567,115.336,0.0,0.0,698.646,39.945,2442.582,0.0,0.0,0.0,69.0,137.0,0.0,0.0,608.365,-1174.816,60.0,0.0,0.0
960.0,961.0,241.493,116.897,0.161,0.317,699.39,26.629,2447.388,2.658,2.676,4.468,70.0,134.0,1.0,1.0,618.2,-1151.679,60.0,7.591,6.378
961.0,962.0,244.346,106.259,2.008,1.314,701.248,114.146,2371.617,7.684,9.588,31.24,70.2,162.6,0.98,7.632,602.818,-1350.283,60.0,10.859,45.661
962.0,963.0,287.641,119.97,11.772,10.928,969.757,-1.795,2161.724,112.873,82.832,52.81,43.0,170.0,24.0,9.0,347.92,-1285.957,60.0,171.443,35.164
963.0,964.0,301.652,182.65,0.0,0.0,1197.475,-529.623,2410.738,0.0,0.0,0.0,13.0,27.0,0.0,0.0,139.459,-241.188,60.0,0.0,0.0
971.0,972.0,235.784,168.226,14.832,4.203,552.8,-351.769,2079.96,108.14,31.157,30.355,131.857,137.0,0.99,0.0,975.006,-1009.024,60.0,16.047,14.583
972.0,973.0,263.324,165.529,28.738,13.841,735.874,-324.011,2031.978,205.315,99.759,62.456,43.4,130.7,45.658,14.146,332.698,-940.849,60.0,323.27,98.28
973.0,974.0,156.037,179.015,4.544,7.322,-34.469,-468.791,2289.613,37.007,20.57,201.795,57.214,109.071,4.546,4.053,457.41,-891.264,60.0,16.451,109.395
974.0,975.0,150.572,159.015,1.449,5.201,-105.22,-424.87,3142.584,24.307,21.916,282.878,36.6,118.867,5.017,2.526,397.864,-1323.527,60.0,26.766,140.925
975.0,976.0,148.392,141.729,0.481,4.816,-166.916,-308.359,4102.437,11.1,49.473,255.065,29.733,104.067,1.093,10.142,424.917,-1496.833,60.0,16.823,62.796
976.0,977.0,146.287,131.976,1.456,2.669,-233.407,-201.647,4836.681,32.362,38.792,170.887,27.467,81.667,1.335,5.804,463.531,-1387.882,60.0,30.892,58.638
977.0,978.0,143.987,129.695,1.088,4.37,-295.223,-179.334,5252.647,24.226,82.946,83.935,27.621,70.241,2.784,2.192,505.305,-1298.445,60.0,48.191,38.724
978.0,979.0,143.102,138.878,0.369,0.195,-319.567,-357.043,5393.392,6.025,4.765,18.201,21.5,63.0,0.866,2.449,403.275,-1196.479,60.0,15.361,44.522
980.0,981.0,142.674,145.264,0.315,0.005,-347.496,-506.682,5719.144,6.978,1.071,10.866,15.0,43.0,2.0,0.0,297.7,-868.157,60.0,39.749,1.638
986.0,987.0,131.36,162.64,1.659,11.834,-188.521,-274.784,1876.519,18.859,56.621,147.124,87.333,145.0,5.344,6.532,565.99,-965.422,60.0,17.895,116.85
987.0,988.0,146.039,105.289,4.803,11.654,-130.457,148.898,2729.872,34.239,117.673,202.489,61.273,141.364,3.319,11.08,581.651,-1346.176,60.0,18.679,53.912
988.0,989.0,159.765,80.637,5.598,5.026,-0.234,453.476,3269.162,63.558,74.354,126.909,50.68,120.28,2.379,3.747,580.583,-1371.952,60.0,12.534,36.183
989.0,990.0,169.317,71.766,0.279,0.861,114.139,590.93,3493.616,3.35,11.825,10.554,47.0,111.889,0.0,1.37,578.214,-1363.19,60.0,1.739,16.056
990.0,991.0,168.777,70.339,0.742,0.318,107.619,608.64,3495.049,9.567,4.204,18.543,47.2,113.2,0.6,2.272,580.729,-1379.928,60.0,5.773,22.159
991.0,992.0,158.575,76.358,3.443,2.949,-15.624,510.391,3328.802,40.117,48.51,93.79,43.0,122.6,2.366,7.838,502.807,-1423.595,60.0,41.141,57.898
992.0,993.0,175.094,96.567,10.524,8.006,155.155,243.423,2951.691,107.567,85.761,36.021,62.4,111.4,7.851,9.287,650.006,-1153.248,60.0,76.643,107.061
993.0,994.0,190.096,105.946,2.715,4.445,303.457,141.442,2874.274,28.623,44.098,15.194,71.0,106.25,4.796,10.244,724.129,-1071.672,60.0,51.796,97.766
994.0,995.0,166.98,88.281,5.115,4.522,73.119,341.36,3055.371,51.481,59.374,97.394,53.364,131.0,2.057,4.348,572.688,-1398.791,60.0,15.001,25.568
995.0,996.0,165.668,74.415,2.492,4.09,69.0,549.735,3430.601,30.941,62.964,95.07,49.0,117.889,1.333,6.262,590.876,-1409.494,60.0,11.773,40.381
996.0,997.0,164.767,71.087,1.413,0.922,59.401,610.401,3558.571,17.335,13.162,17.129,43.4,110.2,1.497,0.98,542.182,-1367.156,60.0,17.69,15.435
997.0,998.0,162.265,70.843,0.663,0.222,28.424,616.82,3578.272,8.337,3.318,6.774,41.2,108.8,1.887,0.6,516.867,-1357.331,60.0,24.29,7.569
998.0,999.0,161.48,71.575,0.321,0.286,18.521,606.127,3569.433,3.997,2.804,5.78,38.714,108.429,1.278,0.904,484.159,-1349.35,60.0,16.434,11.471
999.0,1000.0,160.906,70.035,0.284,0.418,11.327,625.469,3569.766,3.517,7.067,17.942,41.182,109.909,0.575,0.996,515.192,-1367.841,60.0,8.514,12.779
1000.0,1001.0,160.292,70.651,0.199,0.371,3.672,620.045,3583.034,2.499,4.768,3.486,39.444,110.556,1.832,0.831,495.135,-1381.027,60.0,23.276,11.051
1001.0,1002.0,159.715,71.354,0.586,0.466,-3.56,609.089,3570.479,7.332,7.132,9.036,40.111,109.0,0.994,1.333,501.521,-1356.845,60.0,12.452,17.075
1002.0,1003.0,157.894,71.154,0.972,0.656,-26.163,607.752,3548.03,12.068,9.84,13.558,38.778,107.0,1.474,1.633,481.667,-1323.627,60.0,17.853,23.096
1003.0,1004.0,160.974,69.878,0.162,0.511,12.367,636.216,3619.767,2.059,6.34,2.574,40.0,110.25,1.0,0.968,507.47,-1391.416,60.0,12.679,12.204
1004.0,1005.0,160.983,69.931,0.316,0.386,12.361,629.972,3588.05,3.966,5.119,6.7,37.8,110.0,1.327,1.0,475.306,-1376.044,60.0,17.175,13.656
1005.0,1006.0,160.626,70.716,0.157,0.561,7.885,621.13,3594.004,1.985,7.704,4.625,39.364,110.818,0.771,0.575,495.681,-1388.559,60.0,9.449,7.747
1006.0,1007.0,160.474,71.374,0.182,0.346,5.955,611.341,3585.258,2.283,4.564,7.185,39.25,111.0,1.199,0.0,492.965,-1387.425,60.0,15.104,2.797
1007.0,1008.0,160.276,71.299,0.137,0.336,3.478,613.651,3593.289,1.727,3.459,6.913,39.857,111.0,0.99,0.0,501.661,-1390.551,60.0,12.409,2.691
1008.0,1009.0,160.148,71.02,0.256,0.433,1.861,616.212,3587.79,3.222,4.501,6.63,38.273,110.818,0.962,0.575,481.072,-1386.142,60.0,12.259,7.473
1009.0,1010.0,160.36,70.824,0.42,0.709,4.519,619.442,3592.293,5.282,7.553,11.347,39.182,109.182,1.336,1.029,493.211,-1367.457,60.0,17.822,14.086
1010.0,1011.0,160.498,70.857,0.305,2.847,6.295,620.127,3598.641,3.873,35.783,13.026,39.615,108.692,0.923,0.722,499.327,-1363.747,60.0,10.328,8.994
1011.0,1012.0,160.758,80.266,0.075,0.389,9.607,503.897,3616.505,0.953,4.689,1.883,39.857,109.571,1.807,0.904,505.02,-1381.62,60.0,22.738,11.293
